"","Symbol","freq_bill_code","freq_customer_code","FullName"
"34118","600804",5,5,"鹏博士电信传媒集团股份有限公司"
"34124","600805",1,1,"江苏悦达投资股份有限公司"
"34126","600806",1,3,"沈机集团昆明机床股份有限公司"
"34132","600808",5,5,"马鞍山钢铁股份有限公司"
"34138","600810",2,10,"神马实业股份有限公司"
"34141","600810",2,10,"尼龙中间体外货部"
"34143","600810",2,10,"神马实业股份有限公司工程塑料部"
"34144","600810",2,10,"神马实业股份有限公司物流部"
"34145","600810",2,10,"神马实业股份有限公司采购部"
"34146","600810",2,10,"神马实业股份有限公司纤维二部"
"34147","600810",2,10,"神马实业股份有限公司综合部"
"34149","600810",2,10,"尼龙中间体部"
"34151","600810",2,10,"神马实业股份有限公司纤维一部"
"34156","600811",4781,17696,"东方集团股份有限公司"
"39560","600812",6,7,"华北制药股份有限公司"
"39571","600814",1,1,"杭州解百集团股份有限公司"
"39573","600815",3,3,"厦门厦工机械股份有限公司"
"39576","600816",4,4,"安信信托股份有限公司"
"39584","600818",1972,7509,"中路股份有限公司"
"41792","600819",5,5,"上海耀皮玻璃集团股份有限公司"
"41798","600820",24,24,"上海隧道工程股份有限公司"
"41823","600822",6,6,"上海物资贸易股份有限公司"
"41831","600823",8,8,"上海世茂股份有限公司"
"41840","600824",1,1,"上海益民商业集团股份有限公司"
"41842","600825",4,4,"上海新华传媒股份有限公司"
"41846","600826",23,27,"上海兰生股份有限公司"
"41873","600827",6,10,"上海百联集团股份有限公司"
"41893","600828",14,2116,"茂业商业股份有限公司"
"41908","600830",4,4,"香溢融通控股集团股份有限公司"
"41916","600833",3,3,"上海第一医药股份有限公司"
"41919","600834",2,2,"上海申通地铁股份有限公司"
"41921","600835",1753,2703,"上海机电股份有限公司"
"43697","600836",3,3,"上海界龙实业集团股份有限公司"
"43701","600837",67,72,"海通证券股份有限公司"
"43776","600838",7,320,"上海九百股份有限公司"
"43783","600839",157,157,"四川长虹电器股份有限公司"
"44003","600841",11,11,"上海柴油机股份有限公司"
"44023","600843",3,4,"上工申贝(集团)股份有限公司"
"44030","600845",5,9,"上海宝信软件股份有限公司"
"44044","600847",1,1,"重庆万里新能源股份有限公司"
"44046","600849",1,1,"上海医药集团股份有限公司"
"44047","600850",2,2,"上海华东电脑股份有限公司"
"44050","600851",1,1,"上海海欣集团股份有限公司"
"44052","600853",1,1,"龙建路桥股份有限公司"
"44054","600855",6,6,"北京航天长峰股份有限公司"
"44061","600856",1,1,"长春中天能源股份有限公司"
"44063","600858",8,8,"银座集团股份有限公司"
"44072","600859",81,3564,"王府井集团股份有限公司"
"44171","600860",1,1,"北京京城机电股份有限公司"
"44172","600863",1,1,"内蒙古蒙电华能热电股份有限公司"
"44174","600864",22,540,"哈尔滨哈投投资股份有限公司"
"44196","600865",4,207,"百大集团股份有限公司"
"44201","600866",4,204,"广东肇庆星湖生物科技股份有限公司"
"44233","600867",11,12,"通化东宝药业股份有限公司"
"44255","600870",1,1,"厦门华侨电子股份有限公司"
"44257","600873",1,9,"梅花生物科技集团股份有限公司"
"44259","600875",21,22,"东方电气股份有限公司"
"44281","600876",27,27,"洛阳玻璃股份有限公司"
"44310","600879",1,1,"航天时代电子技术股份有限公司"
"44312","600882",3,7,"上海妙可蓝多食品科技股份有限公司"
"44313","600882",3,7,"上海广泽食品科技股份有限公司"
"44324","600884",43,46,"宁波杉杉股份有限公司"
"44369","600885",64,67,"宏发科技股份有限公司"
"44433","600887",277,314,"内蒙古伊利实业集团股份有限公司"
"44492","600887",277,314,"财务共享中心销售核算二部"
"44493","600887",277,314,"伊利原奶内蒙区域"
"44498","600887",277,314,"西藏拉萨部"
"44500","600887",277,314,"伊利酸奶晋蒙冀大区"
"44501","600887",277,314,"伊利集团奶粉事业部"
"44509","600887",277,314,"内蒙古金川伊利乳业有限责任公司"
"44510","600887",277,314,"工程管理部"
"44512","600887",277,314,"伊利金海工厂"
"44515","600887",277,314,"伊利财务有限公司"
"44522","600887",277,314,"伊利集团担保公司"
"44525","600887",277,314,"内蒙古伊利实业集团股份有限公司金山分公司"
"44526","600887",277,314,"伊利集团液态奶事业部"
"44532","600887",277,314,"冷饮金川工厂"
"44533","600887",277,314,"伊利金川乳业"
"44538","600887",277,314,"财务共享中心销售核算一部"
"44539","600887",277,314,"伊利财务公司"
"44605","600887",277,314,"伊利商学院"
"44606","600887",277,314,"内蒙古金海伊利乳业有限责任公司"
"44607","600887",277,314,"内蒙古金山乳业有限责任公司"
"44609","600887",277,314,"伊利冷饮金川工厂"
"44619","600887",277,314,"伊利集团创新中心"
"44647","600887",277,314,"伊利委托厂"
"44656","600887",277,314,"伊利集团酸奶事业部"
"44657","600887",277,314,"伊利集团冷饮事业部"
"44660","600887",277,314,"金山奶粉厂"
"44661","600887",277,314,"内蒙古伊利实业集团股份有限公司(伊利食品科研与发展中心项目组)"
"44785","600888",3,20,"新疆众和股份有限公司"
"44802","600889",6,6,"南京化纤股份有限公司"
"44808","600890",11,463,"中房置业股份有限公司"
"44821","600891",5,5,"哈尔滨秋林集团股份有限公司"
"44826","600893",4,4,"中国航发动力股份有限公司"
"44830","600894",261,286,"广州广日股份有限公司"
"45108","600895",1,1,"上海张江高科技园区开发股份有限公司"
"45110","600896",1,1,"览海医疗产业投资股份有限公司"
"45112","600898",1,2,"国美通讯设备股份有限公司"
"45116","600900",2,2,"中国长江电力股份有限公司"
"45120","600901",2,2,"江苏金融租赁股份有限公司"
"45123","600903",3,3,"贵州燃气集团股份有限公司"
"45126","600908",2,2,"无锡农村商业银行股份有限公司"
"45130","600909",39,47,"华安证券股份有限公司"
"45185","600917",23,24,"重庆燃气集团股份有限公司"
"45209","600919",30,67,"江苏银行股份有限公司"
"45284","600926",12,12,"杭州银行股份有限公司"
"45297","600933",3,3,"爱柯迪股份有限公司"
"45301","600936",7,7,"广西广播电视信息网络股份有限公司"
"45311","600939",3,3,"重庆建工集团股份有限公司"
"45315","600958",51,51,"东方证券股份有限公司"
"45371","600959",3,3,"江苏省广电有线信息网络股份有限公司"
"45377","600961",2,2,"株洲冶炼集团股份有限公司"
"45380","600962",2,2,"国投中鲁果汁股份有限公司"
"45383","600963",6,6,"岳阳林纸股份有限公司"
"45393","600965",5,7,"河北福成五丰食品股份有限公司"
"45407","600966",4,4,"山东博汇纸业股份有限公司"
"45414","600967",1,1,"内蒙古第一机械集团股份有限公司"
"45415","600970",8,9,"中国中材国际工程股份有限公司"
"45427","600971",3,3,"安徽恒源煤电股份有限公司"
"45433","600973",3,3,"宝胜科技创新股份有限公司"
"45437","600975",1,1,"湖南新五丰股份有限公司"
"45439","600976",4,4,"健民药业集团股份有限公司"
"45445","600977",14,14,"中国电影股份有限公司"
"45460","600980",7,7,"北矿科技股份有限公司"
"45468","600981",3,3,"江苏汇鸿国际集团股份有限公司"
"45474","600982",1,1,"宁波热电股份有限公司"
"45476","600983",31,49,"惠而浦(中国)股份有限公司"
"45478","600983",31,49,"惠而浦（中国）股份有限公司"
"45517","600984",2,2,"陕西建设机械股份有限公司"
"45520","600985",1,1,"安徽雷鸣科化股份有限公司"
"45521","600986",3,3,"科达集团股份有限公司"
"45527","600987",2,2,"浙江航民股份有限公司"
"45529","600988",1,1,"赤峰吉隆黄金矿业股份有限公司"
"45531","600990",12,12,"安徽四创电子股份有限公司"
"45549","600992",11,11,"贵州钢绳股份有限公司"
"45562","600993",8,8,"马应龙药业集团股份有限公司"
"45575","600996",3,3,"贵州省广播电视信息网络股份有限公司"
"45581","600998",4,4,"九州通医药集团股份有限公司"
"45587","600999",155,156,"招商证券股份有限公司"
"45749","601000",57,58,"唐山港集团股份有限公司"
"45806","601001",11,208,"大同煤业股份有限公司"
"45818","601002",4,4,"晋亿实业股份有限公司"
"45826","601003",5,5,"柳州钢铁股份有限公司"
"45832","601005",13,13,"重庆钢铁股份有限公司"
"45847","601006",4,4,"大秦铁路股份有限公司"
"45854","601007",1,1,"金陵饭店股份有限公司"
"45856","601009",27,66,"南京银行股份有限公司"
"45897","601010",5,5,"文峰大世界连锁发展股份有限公司"
"45903","601011",2,4,"宝泰隆新材料股份有限公司"
"45910","601012",2,31,"隆基绿能科技股份有限公司"
"45917","601012",2,31,"西安隆基硅材料股份有限公司"
"45919","601012",2,31,"浙江乐叶光伏科技有限公司"
"45921","601018",5,72,"宁波舟山港股份有限公司"
"45930","601019",1,1,"山东出版传媒股份有限公司"
"45932","601020",1,1,"西藏华钰矿业股份有限公司"
"45934","601021",2,2,"春秋航空股份有限公司"
"45937","601028",1,1,"江苏玉龙钢管股份有限公司"
"45939","601038",1,58,"第一拖拉机股份有限公司"
"45940","601058",5,5,"赛轮集团股份有限公司"
"45945","601088",3,3,"中国神华能源股份有限公司"
"45949","601098",3,3,"中南出版传媒集团股份有限公司"
"45953","601099",24,24,"太平洋证券股份有限公司"
"45981","601100",1,3,"江苏恒立液压股份有限公司"
"45986","601101",2,2,"北京昊华能源股份有限公司"
"45988","601108",57,59,"财通证券股份有限公司"
"46101","601111",9,9,"中国国际航空股份有限公司"
"46113","601113",2,2,"义乌华鼎锦纶股份有限公司"
"46116","601116",1,1,"三江购物俱乐部股份有限公司"
"46118","601117",60,60,"中国化学工程股份有限公司"
"46178","601126",6,7,"北京四方继保自动化股份有限公司"
"46188","601128",15,30,"江苏常熟农村商业银行股份有限公司"
"46228","601137",6,8,"宁波博威合金材料股份有限公司"
"46239","601139",12,12,"深圳市燃气集团股份有限公司"
"46252","601155",6,10,"新城控股集团股份有限公司"
"46260","601158",15,15,"重庆水务集团股份有限公司"
"46275","601166",193,248,"兴业银行股份有限公司"
"46336","601166",193,248,"兴业银行股份有限公司厦门市分行"
"46505","601168",2,2,"西部矿业股份有限公司"
"46508","601169",80,112,"北京银行股份有限公司"
"46623","601177",4,4,"杭州前进齿轮箱集团股份有限公司"
"46630","601179",4,5,"中国西电电气股份有限公司"
"46634","601186",77,78,"中国铁建股份有限公司"
"46712","601198",31,31,"东兴证券股份有限公司"
"46769","601200",315,319,"上海环境集团股份有限公司"
"47088","601208",7,7,"四川东材科技集团股份有限公司"
"47100","601211",119,129,"国泰君安证券股份有限公司"
"47231","601212",1,1,"白银有色集团股份有限公司"
"47233","601216",1,6,"内蒙古君正能源化工集团股份有限公司"
"47235","601222",2,2,"江苏林洋能源股份有限公司"
"47239","601225",14,14,"陕西煤业股份有限公司"
"47253","601226",6,6,"华电重工股份有限公司"
"47261","601228",349,1162,"广州港股份有限公司"
"47615","601229",31,69,"上海银行股份有限公司"
"47673","601231",1,1,"环旭电子股份有限公司"
"47675","601233",8,8,"桐昆集团股份有限公司"
"47684","601238",1600,2688,"广州汽车集团股份有限公司"
"49328","601258",48,48,"庞大汽贸集团股份有限公司"
"49379","601288",210,254,"中国农业银行股份有限公司"
"49467","601288",210,254,"中国农业银行股份有限公司审计局上海分局"
"49627","601311",1,15,"骆驼集团股份有限公司"
"49629","601313",26,26,"江南嘉捷电梯股份有限公司"
"49666","601318",4,98,"中国平安保险(集团)股份有限公司"
"49671","601326",1,1,"秦皇岛港股份有限公司"
"49673","601328",111,179,"交通银行股份有限公司"
"49707","601328",111,179,"交通银行股份有限公司厦门市分行"
"49842","601333",3,3,"广深铁路股份有限公司"
"49848","601336",128,128,"新华人寿保险股份有限公司"
"50103","601339",5,7,"百隆东方股份有限公司"
"50113","601366",1,1,"利群商业集团股份有限公司"
"50115","601375",33,54,"中原证券股份有限公司"
"50149","601377",127,257,"兴业证券股份有限公司"
"50381","601388",1,1,"怡球金属资源再生(中国)股份有限公司"
"50383","601390",2,2,"中国中铁股份有限公司"
"50386","601398",244,626,"中国工商银行股份有限公司"
"51605","601500",3,44,"江苏通用科技股份有限公司"
"51609","601515",1,1,"汕头东风印刷股份有限公司"
"51611","601519",6,6,"上海大智慧股份有限公司"
"51619","601555",24,24,"东吴证券股份有限公司"
"51649","601558",1,1,"华锐风电科技(集团)股份有限公司"
"51651","601566",43,45,"九牧王股份有限公司"
"51732","601567",12,12,"宁波三星医疗电气股份有限公司"
"51752","601579",1,1,"会稽山绍兴酒股份有限公司"
"51754","601588",2,2,"北京北辰实业股份有限公司"
"51756","601595",2,2,"上海电影股份有限公司"
"51760","601599",1,3,"江苏鹿港文化股份有限公司"
"51762","601600",10,11,"中国铝业股份有限公司"
"51775","601601",1,1,"中国太平洋保险(集团)股份有限公司"
"51777","601607",1,1,"上海医药集团股份有限公司"
"51779","601611",80,87,"中国核工业建设股份有限公司"
"51867","601616",2,9,"上海广电电气(集团)股份有限公司"
"51870","601616",2,9,"上海广电电气（集团）股份有限公司"
"51871","601618",2,2,"中国冶金科工股份有限公司"
"51874","601619",1,1,"宁夏嘉泽新能源股份有限公司"
"51876","601628",101,136,"中国人寿保险股份有限公司"
"52009","601633",27,93,"长城汽车股份有限公司"
"52033","601633",27,93,"哈佛汽车租赁有限公司"
"52070","601636",2,2,"株洲旗滨集团股份有限公司"
"52072","601668",6,6,"中国建筑股份有限公司"
"52079","601669",32,37,"中国电力建设股份有限公司"
"52114","601677",1,1,"河南明泰铝业股份有限公司"
"52116","601678",223,713,"滨化集团股份有限公司"
"52342","601688",144,189,"华泰证券股份有限公司"
"52558","601689",7,20,"宁波拓普集团股份有限公司"
"52572","601699",1,1,"山西潞安环保能源开发股份有限公司"
"52574","601700",1,1,"常熟风范电力设备股份有限公司"
"52576","601717",1,1,"郑州煤矿机械集团股份有限公司"
"52578","601718",186,1053,"际华集团股份有限公司"
"52788","601727",4,6,"上海电气集团股份有限公司"
"52795","601766",2,2,"中国中车股份有限公司"
"52798","601777",1,1,"力帆实业（集团）股份有限公司"
"52799","601788",99,99,"光大证券股份有限公司"
"52902","601789",55,55,"宁波建工股份有限公司"
"52957","601798",1,1,"甘肃蓝科石化高新装备股份有限公司"
"52959","601799",1,1,"常州星宇车灯股份有限公司"
"52961","601800",5,5,"中国交通建设股份有限公司"
"52968","601801",1,1,"安徽新华传媒股份有限公司"
"52970","601808",3,4,"中海油田服务股份有限公司"
"52978","601811",5,5,"新华文轩出版传媒股份有限公司"
"52984","601818",178,201,"中国光大银行股份有限公司"
"53376","601828",22,22,"红星美凯龙家居集团股份有限公司"
"53399","601838",28,648,"成都银行股份有限公司"
"53437","601857",231,236,"中国石油天然气股份有限公司"
"53671","601858",10,10,"中国科技出版传媒股份有限公司"
"53689","601866",1,594,"中远海运发展股份有限公司"
"53693","601872",2,2,"招商局能源运输股份有限公司"
"53697","601877",23,69,"浙江正泰电器股份有限公司"
"53739","601878",42,42,"浙商证券股份有限公司"
"53783","601880",1,1,"大连港股份有限公司"
"53785","601881",159,159,"中国银河证券股份有限公司"
"54101","601882",3,3,"宁波海天精工股份有限公司"
"54106","601886",1,1,"江河创建集团股份有限公司"
"54108","601888",715,1606,"中国国旅股份有限公司"
"54927","601890",1,1,"江苏亚星锚链股份有限公司"
"54929","601899",2,2,"紫金矿业集团股份有限公司"
"54932","601900",1,1,"南方出版传媒股份有限公司"
"54933","601901",93,96,"方正证券股份有限公司"
"55034","601908",19,19,"北京京运通科技股份有限公司"
"55053","601918",2,2,"中煤新集能源股份有限公司"
"55056","601928",1,1,"江苏凤凰出版传媒股份有限公司"
"55058","601929",2,2,"吉视传媒股份有限公司"
"55061","601933",7,7,"永辉超市股份有限公司"
"55073","601939",159,178,"中国建设银行股份有限公司"
"55245","601949",13,14,"中国出版传媒股份有限公司"
"55259","601958",5,5,"金堆城钼业股份有限公司"
"55265","601965",4,4,"中国汽车工程研究院股份有限公司"
"55271","601966",4,4,"山东玲珑轮胎股份有限公司"
"55276","601968",5,5,"上海宝钢包装股份有限公司"
"55285","601969",1,131,"海南矿业股份有限公司"
"55287","601988",1556,2607,"中国银行股份有限公司"
"57818","601989",68,96,"中国船舶重工股份有限公司"
"57902","601991",8,9,"大唐国际发电股份有限公司"
"57913","601992",36,36,"北京金隅集团股份有限公司"
"57949","601996",3,3,"广西丰林木业集团股份有限公司"
"57954","601997",16,16,"贵阳银行股份有限公司"
"57972","601998",383,1179,"中信银行股份有限公司"
"58103","601998",383,1179,"中信银行股份有限公司平顶山营业部"
"58104","601998",383,1179,"中信银行股份有限公司洛阳营业部"
"58675","603000",22,22,"人民网股份有限公司"
"58714","603001",6,6,"浙江奥康鞋业股份有限公司"
"58722","603002",4,4,"宏昌电子材料股份有限公司"
"58729","603003",1,1,"上海龙宇燃油股份有限公司"
"58731","603005",1,1,"苏州晶方半导体科技股份有限公司"
"58733","603006",1,3,"上海联明机械股份有限公司"
"58739","603007",2,2,"花王生态工程股份有限公司"
"58742","603008",4,6,"喜临门家具股份有限公司"
"58748","603009",2,2,"上海北特科技股份有限公司"
"58751","603010",5,5,"浙江万盛股份有限公司"
"58757","603011",1,1,"合肥合锻智能制造股份有限公司"
"58759","603012",2,2,"上海创力集团股份有限公司"
"58762","603015",4,4,"宁波弘讯科技股份有限公司"
"58770","603016",1,1,"无锡新宏泰电器科技股份有限公司"
"58772","603017",2,2,"中衡设计集团股份有限公司"
"58775","603018",1641,1871,"中设设计集团股份有限公司"
"60589","603019",11,18,"曙光信息产业股份有限公司"
"60612","603020",2,2,"爱普香料集团股份有限公司"
"60616","603021",8,8,"山东华鹏玻璃股份有限公司"
"60631","603022",1,1,"上海新通联包装股份有限公司"
"60632","603023",2,2,"哈尔滨威帝电子股份有限公司"
"60636","603025",11,11,"北京大豪科技股份有限公司"
"60656","603026",2,2,"山东石大胜华化工集团股份有限公司"
"60660","603027",2,2,"千禾味业食品股份有限公司"
"60663","603028",1,1,"江苏赛福天钢索股份有限公司"
"60665","603029",1,1,"山东天鹅棉业机械股份有限公司"
"60667","603030",2,3,"上海全筑建筑装饰集团股份有限公司"
"60670","603031",1,1,"安徽安德利百货股份有限公司"
"60672","603033",2,2,"浙江三维橡胶制品股份有限公司"
"60676","603036",1,1,"江苏如通石油机械股份有限公司"
"60678","603037",1,1,"上海凯众材料科技股份有限公司"
"60680","603038",3,3,"东莞市华立实业股份有限公司"
"60686","603039",1,4,"上海泛微网络科技股份有限公司"
"60690","603040",1,1,"杭州新坐标科技股份有限公司"
"60692","603041",1,1,"江苏美思德化学股份有限公司"
"60694","603042",1,1,"南京华脉科技股份有限公司"
"60696","603043",17,22,"广州酒家集团股份有限公司"
"60722","603050",2,2,"石家庄科林电气股份有限公司"
"60725","603055",2,2,"浙江台华新材料股份有限公司"
"60728","603056",63,63,"德邦物流股份有限公司"
"60791","603058",1,1,"贵州永吉印务股份有限公司"
"60793","603060",1,2,"中国建材检验认证集团股份有限公司"
"60797","603063",2,2,"深圳市禾望电气股份有限公司"
"60801","603066",1,1,"南京音飞储存设备(集团)股份有限公司"
"60803","603067",4,4,"湖北振华化学股份有限公司"
"60811","603076",1,1,"宁波乐惠国际工程装备股份有限公司"
"60813","603077",1,1,"四川和邦生物科技股份有限公司"
"60815","603078",1,1,"江阴江化微电子材料股份有限公司"
"60816","603079",1,1,"浙江圣达生物药业股份有限公司"
"60818","603081",2,2,"浙江大丰实业股份有限公司"
"60821","603083",1,2,"上海剑桥科技股份有限公司"
"60825","603085",2,2,"浙江天成自控股份有限公司"
"60828","603086",2,2,"山东先达农化股份有限公司"
"60831","603088",1,1,"宁波精达成形装备股份有限公司"
"60833","603090",1,1,"无锡宏盛换热器制造股份有限公司"
"60835","603096",1,1,"新经典文化股份有限公司"
"60837","603098",9,9,"森特士兴集团股份有限公司"
"60851","603099",1,1,"长白山旅游股份有限公司"
"60852","603100",23,23,"重庆川仪自动化股份有限公司"
"60885","603101",2,2,"新疆汇嘉时代百货股份有限公司"
"60889","603103",98,99,"横店影视股份有限公司"
"61077","603106",6,34,"恒银金融科技股份有限公司"
"61144","603108",4,6,"上海润达医疗科技股份有限公司"
"61153","603110",9,9,"新东方新材料股份有限公司"
"61162","603111",2,2,"南京康尼机电股份有限公司"
"61165","603113",256,263,"金能科技股份有限公司"
"61422","603116",19,19,"浙江红蜻蜓鞋业股份有限公司"
"61442","603117",1,1,"江苏万林现代物流股份有限公司"
"61444","603118",4,4,"深圳市共进电子股份有限公司"
"61450","603123",2,2593,"北京翠微大厦股份有限公司"
"61453","603126",1,1,"中材节能股份有限公司"
"61454","603127",1,1,"北京昭衍新药研究中心股份有限公司"
"61456","603128",24,24,"港中旅华贸国际物流股份有限公司"
"61483","603129",1,1,"浙江春风动力股份有限公司"
"61485","603131",1,2,"上海沪工焊接集团股份有限公司"
"61487","603133",3,3,"碳元科技股份有限公司"
"61491","603136",1,1,"江苏天目湖旅游股份有限公司"
"61493","603138",4,4,"北京海量数据技术股份有限公司"
"61499","603139",1,3,"陕西康惠制药股份有限公司"
"61505","603157",22,48,"吴江市盛泰皮草有限公司"
"61506","603157",22,48,"上海拉夏贝尔服饰股份有限公司"
"61507","603157",22,48,"上海朗赫服饰有限公司"
"61508","603157",22,48,"拉夏贝尔服饰（天津）有限公司"
"61510","603157",22,48,"广州熙辰服饰有限公司"
"61511","603157",22,48,"上海优饰服饰有限公司"
"61512","603157",22,48,"上海拉夏贝尔休闲服饰有限公司"
"61514","603157",22,48,"诺杏（上海）服饰有限公司"
"61517","603157",22,48,"上海微乐服饰有限公司"
"61518","603157",22,48,"福建乐微服饰有限公司"
"61519","603157",22,48,"拉夏贝尔服饰（太仓）有限公司"
"61521","603157",22,48,"成都乐微服饰有限公司"
"61522","603157",22,48,"拉夏贝尔服饰(太仓)有限公司"
"61523","603157",22,48,"上海崇安服饰有限公司"
"61546","603157",22,48,"上海夏微服饰有限公司"
"61549","603157",22,48,"形际实业（上海）有限公司"
"61550","603157",22,48,"上海乐欧服饰有限公司"
"61551","603157",22,48,"LaCha Fashion I Limited"
"61552","603157",22,48,"嘉拓（上海）信息技术有限公司"
"61553","603157",22,48,"上海拉夏企业管理有限公司"
"61554","603158",1,1,"常州腾龙汽车零部件股份有限公司"
"61556","603159",2,2,"上海亚虹模具股份有限公司"
"61560","603160",2,2,"深圳市汇顶科技股份有限公司"
"61563","603161",21,21,"科华控股股份有限公司"
"61584","603166",5,9,"桂林福达股份有限公司"
"61593","603167",1,1,"渤海轮渡股份有限公司"
"61594","603168",4,4,"浙江莎普爱思药业股份有限公司"
"61600","603177",3,3,"浙江德创环保科技股份有限公司"
"61604","603178",2,2,"宁波圣龙汽车动力系统股份有限公司"
"61608","603179",1,1,"江苏新泉汽车饰件股份有限公司"
"61610","603180",3,3,"厦门金牌厨柜股份有限公司"
"61616","603181",1,1,"浙江皇马科技股份有限公司"
"61617","603186",2,2,"浙江华正新材料股份有限公司"
"61621","603188",1,1,"江苏亚邦染料股份有限公司"
"61623","603189",1,1,"上海网达软件股份有限公司"
"61625","603196",1,4,"日播时尚集团股份有限公司"
"61627","603197",3,9,"上海保隆汽车科技股份有限公司"
"61633","603198",2,2,"安徽迎驾贡酒股份有限公司"
"61636","603199",4,4,"安徽九华山旅游发展股份有限公司"
"61644","603200",1,1,"上海洗霸科技股份有限公司"
"61646","603203",7,7,"快克智能装备股份有限公司"
"61656","603208",1,1,"江山欧派门业股份有限公司"
"61658","603223",69,78,"恒通物流股份有限公司"
"61732","603225",3,3,"新凤鸣集团股份有限公司"
"61735","603228",3,3,"深圳市景旺电子股份有限公司"
"61739","603229",1,1,"浙江奥翔药业股份有限公司"
"61741","603232",1,1,"上海格尔软件股份有限公司"
"61743","603233",7,8,"大参林医药集团股份有限公司"
"61755","603238",2,2,"杭州诺邦无纺股份有限公司"
"61758","603239",1,1,"浙江仙通橡塑股份有限公司"
"61760","603258",1,4,"杭州电魂网络科技股份有限公司"
"61762","603260",3,3,"合盛硅业股份有限公司"
"61767","603266",2,2,"宁波天龙电子股份有限公司"
"61771","603268",2,3,"广东松发陶瓷股份有限公司"
"61775","603269",1,1,"江苏海鸥冷却塔股份有限公司"
"61777","603277",1,1,"银都餐饮设备股份有限公司"
"61779","603278",90,4855,"山东大业股份有限公司"
"61882","603283",1,5,"苏州赛腾精密电子股份有限公司"
"61886","603286",1,1,"江苏日盈电子股份有限公司"
"61888","603288",1,1,"佛山市海天调味食品股份有限公司"
"61890","603289",2,2,"泰瑞机器股份有限公司"
"61893","603298",112,122,"杭叉集团股份有限公司"
"62018","603299",2,2,"江苏苏盐井神股份有限公司"
"62020","603300",2,2,"浙江华铁建筑安全科技股份有限公司"
"62023","603303",1,1,"横店集团得邦照明股份有限公司"
"62025","603305",1,1,"宁波旭升汽车技术股份有限公司"
"62027","603306",1,1,"华懋(厦门)新材料科技股份有限公司"
"62029","603308",2,2,"安徽应流机电股份有限公司"
"62032","603309",2,2,"广州维力医疗器械股份有限公司"
"62035","603311",2,2,"浙江金海环境技术股份有限公司"
"62039","603313",4,6,"梦百合家居科技股份有限公司"
"62046","603315",1,1,"辽宁福鞍重工股份有限公司"
"62048","603318",1,1,"大连派思燃气系统股份有限公司"
"62050","603319",1,1,"湖南机油泵股份有限公司"
"62052","603320",1,1,"浙江迪贝电气股份有限公司"
"62054","603321",2,2,"浙江梅轮电梯股份有限公司"
"62058","603322",17,17,"广东超讯通信技术股份有限公司"
"62070","603322",17,17,"超讯通信股份有限公司"
"62081","603323",14,60,"江苏吴江农村业银行股份有限公司南麻支行"
"62082","603323",14,60,"江苏吴江农村商业银行股份有限公司"
"62090","603323",14,60,"江苏吴江农村业银行股份有限公司七都支行"
"62108","603323",14,60,"江苏吴江农村业银行股份有限公司黎里支行"
"62109","603323",14,60,"江苏吴江农村业银行股份有限公司桃源支行"
"62111","603323",14,60,"江苏吴江农村业银行股份有限公司坛丘支行"
"62112","603323",14,60,"江苏吴江农村业银行股份有限公司同里支行"
"62113","603323",14,60,"江苏吴江农村业银行股份有限公司(电子银行部)"
"62114","603323",14,60,"江苏吴江农村业银行股份有限公司平望支行"
"62115","603323",14,60,"江苏吴江农村业银行股份有限公司相城支行"
"62116","603323",14,60,"江苏吴江农村业银行股份有限公司(营业部)"
"62117","603323",14,60,"江苏吴江农村业银行股份有限公司梅堰支行"
"62118","603323",14,60,"江苏吴江农村业银行股份有限公司汾湖开发区支行"
"62119","603323",14,60,"江苏吴江农村业银行股份有限公司菀坪支行"
"62121","603323",14,60,"江苏苏州农村商业银行股份有限公司"
"62122","603323",14,60,"江苏吴江农村业银行股份有限公司震泽支行"
"62123","603323",14,60,"江苏吴江农村业银行股份有限公司金家坝支行"
"62124","603323",14,60,"江苏吴江农村业银行股份有限公司舜湖支行"
"62125","603323",14,60,"江苏吴江农村业银行股份有限公司盛泽支行"
"62126","603323",14,60,"江苏吴江农村业银行股份有限公司吴中支行"
"62127","603323",14,60,"江苏吴江农村业银行股份有限公司高新支行"
"62128","603323",14,60,"江苏吴江农村业银行股份有限公司(清算中心)"
"62129","603323",14,60,"江苏吴江农村业银行股份有限公司横扇支行"
"62130","603323",14,60,"江苏吴江农村业银行股份有限公司铜罗支行"
"62131","603323",14,60,"江苏吴江农村业银行股份有限公司庙港支行"
"62133","603323",14,60,"江苏吴江农村业银行股份有限公司八坼支行"
"62134","603323",14,60,"江苏吴江农村业银行股份有限公司松陵支行"
"62135","603323",14,60,"江苏吴江农村业银行股份有限公司八都支行"
"62136","603323",14,60,"江苏吴江农村业银行股份有限公司北厍支行"
"62138","603323",14,60,"江苏吴江农村业银行股份有限公司(国际业务部)"
"62139","603323",14,60,"江苏吴江农村业银行股份有限公司东方支行"
"62140","603323",14,60,"江苏吴江农村业银行股份有限公司开发区支行"
"62141","603328",2,2,"广东依顿电子科技股份有限公司"
"62144","603329",1,1,"上海雅仕投资发展股份有限公司"
"62146","603330",1,1,"上海天洋热熔粘接材料股份有限公司"
"62148","603331",1,1,"浙江百达精工股份有限公司"
"62150","603333",2,2,"四川明星电缆股份有限公司"
"62151","603333",2,2,"尚纬股份有限公司"
"62153","603336",3,3,"宏辉果蔬股份有限公司"
"62157","603337",3,4,"杰克缝纫机股份有限公司"
