"","Symbol","freq_bill_code","freq_customer_code","FullName"
"12134","2522",1,1,"浙江众成包装材料股份有限公司"
"12136","2523",1,3,"株洲天桥起重机股份有限公司"
"12140","2524",59,61,"光正集团股份有限公司"
"12200","2526",16,16,"山东矿机集团股份有限公司"
"12216","2527",3,7,"上海新时达电气股份有限公司"
"12222","2528",11,11,"深圳英飞拓科技股份有限公司"
"12236","2530",1,1,"金财互联控股股份有限公司"
"12238","2531",1,1,"天顺风能(苏州)股份有限公司"
"12240","2532",5,5,"新界泵业集团股份有限公司"
"12248","2533",2,2,"金杯电工股份有限公司"
"12251","2534",6,21,"杭州锅炉集团股份有限公司"
"12259","2535",1,1,"林州重机集团股份有限公司"
"12260","2537",1,4,"青岛海立美达股份有限公司"
"12261","2539",1,1,"成都云图控股股份有限公司"
"12263","2540",1,2,"江苏亚太轻合金科技股份有限公司"
"12267","2542",2,2,"中化岩土集团股份有限公司"
"12270","2543",4,17,"广东万和新电气股份有限公司"
"12280","2544",12,31,"广州杰赛科技股份有限公司"
"12320","2545",2,2,"青岛东方铁塔股份有限公司"
"12324","2546",3,3,"南京新联电子股份有限公司"
"12328","2547",1,1,"苏州春兴精工股份有限公司"
"12330","2548",1,1,"深圳市金新农科技股份有限公司"
"12332","2549",1,1,"湖南凯美特气体股份有限公司"
"12334","2550",2,6,"常州千红生化制药股份有限公司"
"12339","2550",2,6,"常州千红生化"
"12342","2552",7,7,"宝鼎科技股份有限公司"
"12350","2553",1,1,"江苏南方轴承股份有限公司"
"12352","2556",4,4,"安徽辉隆农资集团股份有限公司"
"12359","2557",7,7,"洽洽食品股份有限公司"
"12367","2558",2,2,"巨人网络集团股份有限公司"
"12369","2559",1,1,"江苏亚威机床股份有限公司"
"12371","2560",1,1,"河南通达电缆股份有限公司"
"12373","2561",2,2,"上海徐家汇商城股份有限公司"
"12375","2562",145,148,"兄弟科技股份有限公司"
"12527","2563",17,24,"浙江森马服饰股份有限公司"
"12548","2564",1,2,"苏州天沃科技股份有限公司"
"12552","2565",1,1,"上海顺灏新材料科技股份有限公司"
"12554","2566",3,3,"吉林省集安益盛药业股份有限公司"
"12558","2567",9,9,"唐人神集团股份有限公司"
"12568","2568",1,1,"上海百润投资控股集团股份有限公司"
"12570","2569",4,6,"浙江步森服饰股份有限公司"
"12576","2570",13,13,"贝因美婴童食品股份有限公司"
"12591","2571",2,2,"安徽德力日用玻璃股份有限公司"
"12594","2572",2,5,"索菲亚家居股份有限公司"
"12598","2573",2,2,"北京清新环境技术股份有限公司"
"12602","2574",1,1,"浙江明牌珠宝股份有限公司"
"12604","2576",1,1,"江苏通达动力科技股份有限公司"
"12606","2577",2,2,"深圳雷柏科技股份有限公司"
"12610","2578",2,2,"福建省闽发铝业股份有限公司"
"12613","2579",2,2,"惠州中京电子科技股份有限公司"
"12616","2580",3,3,"山东圣阳电源股份有限公司"
"12620","2581",1,1,"山东未名生物医药股份有限公司"
"12622","2582",3,3,"好想你健康食品股份有限公司"
"12624","2582",3,3,"好想你枣业股份有限公司"
"12627","2583",7,13,"海能达通信股份有限公司"
"12646","2584",5,9,"西陇科学股份有限公司"
"12655","2585",1,1,"江苏双星彩塑新材料股份有限公司"
"12657","2586",1,1,"浙江省围海建设集团股份有限公司"
"12658","2587",2,2,"深圳市奥拓电子股份有限公司"
"12662","2588",2,2,"史丹利农业集团股份有限公司"
"12665","2589",3,4,"瑞康医药集团股份有限公司"
"12667","2589",3,4,"瑞康医药股份有限公司"
"12669","2590",1,1,"浙江万安科技股份有限公司"
"12671","2591",1,1,"江西恒大高新技术股份有限公司"
"12673","2592",1,1,"南宁八菱科技股份有限公司"
"12675","2593",5,6,"厦门日上集团股份有限公司"
"12681","2594",15,489,"比亚迪股份有限公司"
"12705","2595",2,2,"山东豪迈机械科技股份有限公司"
"12709","2597",1,1,"安徽金禾实业股份有限公司"
"12711","2598",2,2,"山东省章丘鼓风机股份有限公司"
"12715","2599",3,3,"北京盛通印刷股份有限公司"
"12719","2600",1,1,"广东领益智造股份有限公司"
"12721","2601",4,4,"龙蟒佰利联集团股份有限公司"
"12727","2602",2,2,"浙江世纪华通集团股份有限公司"
"12729","2603",7,7,"石家庄以岭药业股份有限公司"
"12743","2604",3,3,"山东龙力生物科技股份有限公司"
"12747","2606",1,1,"大连电瓷集团股份有限公司"
"12748","2607",19,19,"亚夏汽车股份有限公司"
"12770","2608",85,179,"江苏国信股份有限公司"
"12949","2609",18,18,"深圳市捷顺科技实业股份有限公司"
"12975","2610",2,2,"江苏爱康科技股份有限公司"
"12978","2611",2,4,"广东东方精工科技股份有限公司"
"12981","2612",285,305,"朗姿股份有限公司"
"13423","2613",2,2,"洛阳北方玻璃技术股份有限公司"
"13427","2614",2,5,"奥佳华智能健康科技集团股份有限公司"
"13430","2615",1,1,"浙江哈尔斯真空器皿股份有限公司"
"13432","2616",3,3,"广东长青(集团)股份有限公司"
"13435","2617",3,5,"露笑科技股份有限公司"
"13441","2618",1,1,"深圳丹邦科技股份有限公司"
"13443","2619",1,1,"艾格拉斯股份有限公司"
"13444","2620",9,9,"深圳瑞和建筑装饰股份有限公司"
"13459","2622",1,1,"融钰集团股份有限公司"
"13461","2623",1,1,"常州亚玛顿股份有限公司"
"13463","2624",24,24,"完美世界股份有限公司"
"13488","2625",5,7,"光启技术股份有限公司"
"13495","2626",3,6,"厦门金达威集团股份有限公司"
"13501","2629",2,2,"浙江仁智股份有限公司"
"13505","2631",1,1,"德尔未来科技控股集团股份有限公司"
"13507","2632",1,1,"道明光学股份有限公司"
"13509","2633",1,1,"申科滑动轴承股份有限公司"
"13511","2635",2,2,"苏州安洁科技股份有限公司"
"13515","2636",4,4,"金安国纪科技股份有限公司"
"13521","2637",1,1,"赞宇科技集团股份有限公司"
"13523","2639",3,7,"福建雪人股份有限公司"
"13530","2640",2,5,"跨境通宝电子商务股份有限公司"
"13538","2641",136,137,"永高股份有限公司"
"13676","2642",4,4,"北京荣之联科技股份有限公司"
"13681","2644",2,2,"兰州佛慈制药股份有限公司"
"13685","2645",2,2,"江苏华宏科技股份有限公司"
"13688","2646",1,1,"青海互助青稞酒股份有限公司"
"13690","2647",3,3,"仁东控股股份有限公司"
"13691","2647",3,3,"浙江宏磊铜业股份有限公司"
"13692","2647",3,3,"民盛金科控股股份有限公司"
"13693","2648",2,3,"浙江卫星石化股份有限公司"
"13698","2649",5,5,"博彦科技股份有限公司"
"13704","2650",57,59,"加加食品集团股份有限公司"
"13762","2652",1,1,"苏州扬子江新型材料股份有限公司"
"13764","2653",2,2,"海思科医药集团股份有限公司"
"13768","2654",2,2,"深圳万润科技股份有限公司"
"13772","2655",1,1,"共达电声股份有限公司"
"13773","2656",18,30,"摩登大道时尚集团股份有限公司"
"13810","2657",2,2,"北京中科金财科技股份有限公司"
"13813","2658",6,6,"北京雪迪龙科技股份有限公司"
"13824","2660",1,1,"茂硕电源科技股份有限公司"
"13826","2661",1,1,"克明面业股份有限公司"
"13828","2662",1,1,"北京威卡威汽车零部件股份有限公司"
"13829","2663",9,10,"广州普邦园林股份有限公司"
"13844","2664",1,1,"长鹰信质科技股份有限公司"
"13846","2665",2,2,"北京首航艾启威节能技术股份有限公司"
"13850","2666",5,18,"广东德联集团股份有限公司"
"13869","2667",1,1,"鞍山重型矿山机器股份有限公司"
"13870","2668",3,3,"广东奥马电器股份有限公司"
"13876","2669",2,3,"上海康达化工新材料股份有限公司"
"13879","2670",1,1,"国盛金融控股集团股份有限公司"
"13881","2671",4,4,"山东龙泉管道工程股份有限公司"
"13886","2672",30,34,"东江环保股份有限公司"
"13920","2673",29,29,"西部证券股份有限公司"
"13953","2674",1,2,"兴业皮革科技股份有限公司"
"13957","2675",1,1,"烟台东诚药业集团股份有限公司"
"13959","2676",2,2,"广东顺威精密塑料股份有限公司"
"13963","2677",1,1,"浙江美大实业股份有限公司"
"13965","2678",6,6,"广州珠江钢琴集团股份有限公司"
"13973","2680",147,218,"长生生物科技股份有限公司"
"14126","2681",2,2,"深圳市奋达科技股份有限公司"
"14129","2684",2,2,"广东猛狮新能源科技股份有限公司"
"14132","2685",1,1,"无锡华东重型机械股份有限公司"
"14134","2686",3,3,"浙江亿利达风机股份有限公司"
"14138","2687",17,20,"浙江乔治白服饰股份有限公司"
"14168","2688",2,4,"金河生物科技股份有限公司"
"14176","2689",21,21,"沈阳远大智能工业集团股份有限公司"
"14212","2690",1,2,"合肥美亚光电技术股份有限公司"
"14214","2691",1,1,"冀凯装备制造股份有限公司"
"14216","2692",1,1,"远程电缆股份有限公司"
"14217","2693",2,2,"海南双成药业股份有限公司"
"14221","2694",3,3,"顾地科技股份有限公司"
"14225","2695",5,5,"江西煌上煌集团食品股份有限公司"
"14233","2697",1,1,"成都红旗连锁股份有限公司"
"14235","2698",3,3,"哈尔滨博实自动化股份有限公司"
"14240","2699",2,3,"美盛文化创意股份有限公司"
"14243","2701",4,5,"奥瑞金科技股份有限公司"
"14251","2702",4,5,"海欣食品股份有限公司"
"14258","2703",1,1,"浙江世宝股份有限公司"
"14260","2705",2,2,"广东新宝电器股份有限公司"
"14263","2706",3,3,"上海良信电器股份有限公司"
"14268","2707",18,18,"众信旅游集团股份有限公司"
"14304","2708",2,2,"常州光洋轴承股份有限公司"
"14308","2709",2,2,"广州天赐高新材料股份有限公司"
"14311","2711",1,2,"欧浦智网股份有限公司"
"14314","2712",2,2,"思美传媒股份有限公司"
"14317","2713",6,6,"东易日盛家居装饰集团股份有限公司"
"14324","2714",1,1,"牧原食品股份有限公司"
"14326","2717",20,20,"岭南生态文旅股份有限公司"
"14344","2717",20,20,"岭南园林股份有限公司"
"14361","2718",1,1,"浙江友邦集成吊顶股份有限公司"
"14363","2719",1,1,"麦趣尔集团股份有限公司"
"14364","2721",1,1,"北京金一文化发展股份有限公司"
"14366","2723",1,1,"广东金莱特电器股份有限公司"
"14368","2724",1,1,"海洋王照明科技股份有限公司"
"14370","2725",1,1,"浙江跃岭股份有限公司"
"14372","2726",1,1,"山东龙大肉食品股份有限公司"
"14374","2727",2,2,"云南鸿翔一心堂药业(集团)股份有限公司"
"14378","2728",1,1,"特一药业集团股份有限公司"
"14380","2729",1,2,"好利来(中国)电子科技股份有限公司"
"14382","2730",3,3,"电光防爆科技股份有限公司"
"14386","2731",2,2,"沈阳萃华金银珠宝股份有限公司"
"14389","2732",1,1,"广东燕塘乳业股份有限公司"
"14391","2733",1,1,"深圳市雄韬电源科技股份有限公司"
"14393","2734",4,4,"利民化工股份有限公司"
"14399","2736",86,97,"国信证券股份有限公司"
"14496","2736",86,97,"国信证劵股份有限公司"
"14506","2737",19,21,"葵花药业集团股份有限公司"
"14525","2738",1,1,"中矿资源集团股份有限公司"
"14526","2739",2,2,"万达电影股份有限公司"
"14529","2740",3,3,"深圳市爱迪尔珠宝股份有限公司"
"14533","2741",2,2,"广东光华科技股份有限公司"
"14536","2743",1,5,"安徽富煌钢构股份有限公司"
"14544","2745",48,52,"木林森股份有限公司"
"14597","2746",3,3,"山东仙坛股份有限公司"
"14600","2747",3,7,"南京埃斯顿自动化股份有限公司"
"14605","2748",2,2,"江西世龙实业股份有限公司"
"14609","2750",1,2,"昆明龙津药业股份有限公司"
"14613","2751",5,5,"深圳市易尚展示股份有限公司"
"14621","2752",17,17,"昇兴集团股份有限公司"
"14641","2753",2,2,"山西永东化工股份有限公司"
"14645","2755",2,2,"北京东方新星石化工程股份有限公司"
"14649","2756",1,1,"永兴特种不锈钢股份有限公司"
"14651","2757",1,1,"南兴装备股份有限公司"
"14653","2758",1,1,"浙江华通医药股份有限公司"
"14655","2759",3,3,"广东天际电器股份有限公司"
"14661","2760",1,1,"安徽省凤形耐磨材料股份有限公司"
"14663","2761",10,11,"多喜爱集团股份有限公司"
"14676","2762",4,4,"金发拉比妇婴童用品股份有限公司"
"14682","2763",76,100,"深圳汇洁集团股份有限公司"
"14793","2765",2,2,"重庆蓝黛动力传动机械股份有限公司"
"14796","2766",2,2,"深圳市索菱实业股份有限公司"
"14799","2767",1,1,"杭州先锋电子技术股份有限公司"
"14801","2768",3,3,"青岛国恩科技股份有限公司"
"14807","2769",1,1,"深圳市普路通供应链管理股份有限公司"
"14809","2771",6,9,"北京真视通科技股份有限公司"
"14822","2773",1,1,"成都康弘药业集团股份有限公司"
"14824","2774",9,9,"快意电梯股份有限公司"
"14837","2775",7,7,"深圳文科园林股份有限公司"
"14850","2776",1,1,"广东柏堡龙股份有限公司"
"14852","2777",6,6,"四川久远银海软件股份有限公司"
"14863","2778",1,1,"江苏高科石化股份有限公司"
"14865","2780",8,10,"北京三夫户外用品股份有限公司"
"14876","2781",14,14,"深圳市奇信建设集团股份有限公司"
"14900","2782",1,1,"深圳可立克科技股份有限公司"
"14902","2783",3,3,"湖北凯龙化工集团股份有限公司"
"14906","2785",11,11,"厦门万里石股份有限公司"
"14918","2786",4,6,"深圳市银宝山新科技股份有限公司"
"14927","2787",1,1,"苏州华源控股股份有限公司"
"14929","2788",2,2,"鹭燕医药股份有限公司"
"14932","2789",4,4,"深圳市建艺装饰集团股份有限公司"
"14939","2790",1,1,"厦门瑞尔特卫浴科技股份有限公司"
"14941","2791",44,45,"广东坚朗五金制品股份有限公司"
"15012","2793",1,2,"浙江东音泵业股份有限公司"
"15015","2795",1,1,"永和流体智控股份有限公司"
"15017","2797",17,17,"第一创业证券股份有限公司"
"15036","2798",2,2,"四川帝王洁具股份有限公司"
"15037","2798",2,2,"帝欧家居股份有限公司"
"15038","2799",4,4,"西安环球印务股份有限公司"
"15045","2801",1,1,"杭州微光电子股份有限公司"
"15047","2802",1,1,"无锡洪汇新材料科技股份有限公司"
"15049","2803",4,4,"厦门吉宏包装科技股份有限公司"
"15057","2805",1,1,"山东丰元化学股份有限公司"
"15059","2806",1,1,"肇庆华锋电子铝箔股份有限公司"
"15061","2807",2,2,"江苏江阴农村商业银行股份有限公司"
"15063","2809",1,1,"广东红墙新材料股份有限公司"
"15065","2810",1,1,"山东赫达股份有限公司"
"15067","2811",2,2,"深圳市亚泰国际建设股份有限公司"
"15071","2812",2,2,"云南创新新材料股份有限公司"
"15075","2813",5,5,"深圳市路畅科技股份有限公司"
"15081","2815",1,1,"深圳市崇达电路技术股份有限公司"
"15083","2817",1,1,"安徽黄山胶囊股份有限公司"
"15085","2819",4,4,"北京东方中科集成科技股份有限公司"
"15092","2820",1,1,"天津桂发祥十八街麻花食品股份有限公司"
"15094","2822",9,9,"深圳市中装建设集团股份有限公司"
"15108","2823",1,1,"深圳市凯中精密技术股份有限公司"
"15110","2824",1,1,"广东和胜工业铝材股份有限公司"
"15112","2826",3,3,"西藏易明西雅医药科技股份有限公司"
"15116","2828",1,1,"新疆贝肯能源工程股份有限公司"
"15118","2829",1,1,"北京星网宇达科技股份有限公司"
"15120","2830",1,1,"深圳市名雕装饰股份有限公司"
"15122","2831",2,2,"深圳市裕同包装科技股份有限公司"
"15125","2832",31,31,"比音勒芬服饰股份有限公司"
"15162","2833",1,2,"广州弘亚数控机械股份有限公司"
"15165","2835",1,1,"深圳市同为数码科技股份有限公司"
"15167","2837",1,1,"深圳市英维克科技股份有限公司"
"15169","2838",2,2,"山东道恩高分子材料股份有限公司"
"15173","2839",3,3,"江苏张家港农村商业银行股份有限公司"
"15178","2840",1,1,"浙江华统肉制品股份有限公司"
"15180","2841",18,32,"广州视源电子科技股份有限公司"
"15205","2842",1,1,"广东翔鹭钨业股份有限公司"
"15207","2843",2,3,"湖南泰嘉新材料科技股份有限公司"
"15212","2845",3,3,"深圳同兴达科技股份有限公司"
"15216","2846",1,1,"广东英联包装股份有限公司"
"15218","2847",12,12,"盐津铺子食品股份有限公司"
"15242","2848",3,3,"高斯贝尔数码科技股份有限公司"
"15247","2849",1,2,"浙江威星智能仪表股份有限公司"
"15251","2850",1,1,"深圳市科达利实业股份有限公司"
"15253","2851",2,2,"深圳麦格米特电气股份有限公司"
"15257","2852",1,1,"道道全粮油股份有限公司"
"15258","2853",3,3,"广东皮阿诺科学艺术家居股份有限公司"
"15262","2855",3,3,"东莞捷荣技术股份有限公司"
"15266","2856",2,2,"深圳市美芝装饰设计工程股份有限公司"
"15269","2857",1,1,"郑州三晖电气股份有限公司"
"15271","2858",3,5,"上海力盛赛车文化股份有限公司"
"15276","2859",1,2,"浙江洁美电子科技股份有限公司"
"15278","2860",1,1,"杭州星帅尔电器股份有限公司"
"15280","2862",1,1,"实丰文化发展股份有限公司"
"15282","2863",2,3,"浙江今飞凯达轮毂股份有限公司"
"15287","2864",1,1,"陕西盘龙药业集团股份有限公司"
"15289","2865",2,2,"海南钧达汽车饰件股份有限公司"
"15293","2866",1,3,"江苏传艺科技股份有限公司"
"15298","2867",9,10,"周大生珠宝股份有限公司"
"15314","2868",1,1,"绿康生化股份有限公司"
"15316","2869",4,4,"深圳市金溢科技股份有限公司"
"15321","2870",1,1,"广东香山衡器集团股份有限公司"
"15323","2871",1,1,"青岛伟隆阀门股份有限公司"
"15325","2872",1,1,"天圣制药集团股份有限公司"
"15326","2873",1,1,"贵阳新天药业股份有限公司"
"15328","2875",6,6,"深圳市安奈儿股份有限公司"
"15336","2876",2,2,"深圳市三利谱光电科技股份有限公司"
"15339","2877",1,1,"无锡智能自控工程股份有限公司"
"15341","2878",14,17,"北京元隆雅图文化传播股份有限公司"
"15361","2879",1,1,"长缆电工科技股份有限公司"
"15363","2880",2,3,"深圳市卫光生物制品股份有限公司"
"15369","2881",1,1,"美格智能技术股份有限公司"
"15371","2882",2,2,"金龙羽集团股份有限公司"
"15374","2883",4,4,"江苏中设集团股份有限公司"
"15379","2884",1,1,"广东凌霄泵业股份有限公司"
"15381","2885",3,3,"深圳市京泉华科技股份有限公司"
"15386","2886",1,1,"深圳市沃特新材料股份有限公司"
"15388","2887",2,2,"天津绿茵景观生态建设股份有限公司"
"15392","2888",1,1,"广州惠威电声科技股份有限公司"
"15394","2889",5,5,"深圳市东方嘉盛供应链股份有限公司"
"15401","2890",1,1,"山东弘宇农机股份有限公司"
"15403","2892",1,1,"科力尔电机集团股份有限公司"
"15404","2893",1,1,"北京华远意通热力科技股份有限公司"
"15406","2895",2,2,"贵州川恒化工股份有限公司"
"15409","2896",2,2,"宁波中大力德智能传动股份有限公司"
"15413","2897",5,5,"温州意华接插件股份有限公司"
"15421","2898",2,2,"珠海赛隆药业股份有限公司"
"15424","2899",13,13,"青岛英派斯健康科技股份有限公司"
"15446","2900",1,1,"哈尔滨三联药业股份有限公司"
"15448","2901",1,8,"大博医疗科技股份有限公司"
"15454","2902",1,1,"东莞铭普光磁股份有限公司"
"15456","2903",1,1,"宇环数控机床股份有限公司"
"15458","2905",13,13,"广州金逸影视传媒股份有限公司"
"15472","2906",5,17,"惠州市华阳集团股份有限公司"
"15483","2907",2,3,"重庆华森制药股份有限公司"
"15488","2908",4,4,"广东德生科技股份有限公司"
"15493","2909",15,19,"广州集泰化工股份有限公司"
"15521","2910",2,3,"兰州庄园牧场股份有限公司"
"15527","2911",3,3,"佛山市燃气集团股份有限公司"
"15533","2913",1,1,"奥士康科技股份有限公司"
"15534","2915",1,1,"浙江中欣氟材股份有限公司"
"15536","2916",1,1,"深南电路股份有限公司"
"15538","2917",2,2,"深圳市金奥博科技股份有限公司"
"15541","2918",1,6,"蒙娜丽莎集团股份有限公司"
"15551","2919",1,1,"名臣健康用品股份有限公司"
"15553","2920",4,16,"惠州市德赛西威汽车电子股份有限公司"
"15560","2921",1,1,"山东联诚精密制造股份有限公司"
"15562","2922",4,4,"伊戈尔电气股份有限公司"
"15570","2923",1,1,"珠海润都制药股份有限公司"
"15572","2925",2,2,"厦门盈趣科技股份有限公司"
"15575","2926",27,27,"华西证券股份有限公司"
"15605","2927",1,1,"贵州泰永长征技术股份有限公司"
"15607","200020",4,4,"深圳华发电子股份有限公司"
"15611","200030",2,2,"广东盛润集团股份有限公司"
"15613","200053",2,2,"深圳赤湾石油基地股份有限公司"
"15616","200054",1,1,"重庆建设汽车系统股份有限公司"
"15617","200152",13,13,"山东航空股份有限公司"
"15632","200160",2,2,"东沣科技集团股份有限公司"
"15635","200468",7,10,"南京普天通信股份有限公司"
"15649","200512",1,1,"厦门灿坤实业股份有限公司"
"15651","200706",41,41,"瓦房店轴承股份有限公司"
"15701","200725",2,36,"京东方科技集团股份有限公司"
"15703","200770",1,53,"武汉锅炉股份有限公司"
"15704","200771",1,1,"杭州汽轮机股份有限公司"
"15706","200986",2,2,"佛山华新包装股份有限公司"
"15709","200992",2,2,"山东省中鲁远洋渔业股份有限公司"
"15712","300001",1,1,"青岛特锐德电气股份有限公司"
"15714","300002",1,1,"北京神州泰岳软件股份有限公司"
"15716","300003",9,12,"乐普（北京）医疗器械股份有限公司"
"15718","300003",9,12,"乐普(北京)医疗器械股份有限公司"
"15729","300004",1,2,"南方风机股份有限公司"
"15732","300006",3,5,"重庆莱美药业股份有限公司"
"15742","300007",1,1,"汉威科技集团股份有限公司"
"15744","300009",21,21,"安徽安科生物工程(集团)股份有限公司"
"15758","300009",21,21,"安徽安科生物工程（集团）股份有限公司"
"15781","300010",2,2,"北京立思辰科技股份有限公司"
"15783","300011",5,10,"北京鼎汉技术股份有限公司"
"15789","300012",4,8,"华测检测认证集团股份有限公司"
"15795","300013",2,2,"江苏新宁现代物流股份有限公司"
"15799","300014",1,1,"惠州亿纬锂能股份有限公司"
"15801","300015",72,73,"爱尔眼科医院集团股份有限公司"
"15874","300016",2,2,"北京北陆药业股份有限公司"
"15877","300017",13,47,"网宿科技股份有限公司"
"15895","300018",1,2,"武汉中元华电科技股份有限公司"
"15898","300020",7,8,"银江股份有限公司"
"15907","300021",3,3,"大禹节水集团股份有限公司"
"15913","300024",3,3,"沈阳新松机器人自动化股份有限公司"
"15917","300025",1,1,"杭州华星创业通信技术股份有限公司"
"15919","300026",1,1,"天津红日药业股份有限公司"
"15921","300027",2,2,"华谊兄弟传媒股份有限公司"
"15924","300028",3,3,"金亚科技股份有限公司"
"15928","300030",1,1,"广州阳普医疗科技股份有限公司"
"15930","300032",3,3,"金龙机电股份有限公司"
"15934","300034",3,3,"北京钢研高纳科技股份有限公司"
"15938","300036",4,4,"北京超图软件股份有限公司"
"15946","300037",1,1,"深圳新宙邦科技股份有限公司"
"15948","300038",1,1,"北京梅泰诺通信技术股份有限公司"
"15950","300039",2,3,"上海凯宝药业股份有限公司"
"15956","300040",2,2,"哈尔滨九洲电气股份有限公司"
"15959","300041",1,1,"湖北回天新材料股份有限公司"
"15961","300042",3,3,"深圳市朗科科技股份有限公司"
"15966","300043",4,4,"星辉互动娱乐股份有限公司"
"15973","300045",2,2,"北京华力创通科技股份有限公司"
"15977","300046",2,2,"湖北台基半导体股份有限公司"
"15980","300047",3,3,"深圳天源迪科信息技术股份有限公司"
"15984","300048",1,1,"北京合康新能科技股份有限公司"
"15986","300050",1,1,"珠海世纪鼎利科技股份有限公司"
"15988","300051",3,3,"厦门三五互联科技股份有限公司"
"15992","300053",1,1,"珠海欧比特宇航科技股份有限公司"
"15994","300054",1,1,"湖北鼎龙控股股份有限公司"
"15996","300055",1,1,"北京万邦达环保技术股份有限公司"
"15998","300056",1,1,"厦门三维丝环保股份有限公司"
"16000","300057",1,1,"汕头万顺包装材料股份有限公司"
"16002","300058",1,6,"北京蓝色光标品牌管理顾问股份有限公司"
"16004","300058",1,6,"北京蓝色光标数据科技股份有限公司"
"16005","300059",1,1,"东方财富信息股份有限公司"
"16007","300062",4,6,"中能电气股份有限公司"
"16013","300063",3,3,"广东天龙油墨集团股份有限公司"
"16017","300064",3,3,"郑州华晶金刚石股份有限公司"
"16022","300065",3,3,"北京海兰信数据科技股份有限公司"
"16026","300066",1,1,"三川智慧科技股份有限公司"
"16028","300067",2,2,"上海安诺其集团股份有限公司"
"16031","300068",5,12,"浙江南都电源动力股份有限公司"
"16046","300069",1,1,"浙江金利华电气股份有限公司"
"16048","300070",7,7,"北京碧水源科技股份有限公司"
"16055","300071",1,1,"北京华谊嘉信整合营销顾问集团股份有限公司"
"16057","300072",3,3,"北京三聚环保新材料股份有限公司"
"16061","300073",1,1,"北京当升材料科技股份有限公司"
"16063","300074",3,4,"华平信息技术股份有限公司"
"16069","300075",1,1,"北京数字政通科技股份有限公司"
"16071","300076",3,3,"宁波GQY视讯股份有限公司"
"16075","300077",3,3,"国民技术股份有限公司"
"16079","300078",2,4,"思创医惠科技股份有限公司"
"16082","300079",2,14,"北京数码视讯科技股份有限公司"
"16087","300080",2,2,"河南易成新能源股份有限公司"
"16090","300081",2,2,"恒信东方文化股份有限公司"
"16093","300082",1,1,"辽宁奥克化学股份有限公司"
"16095","300083",2,2,"东莞劲胜精密组件股份有限公司"
"16096","300083",2,2,"广东劲胜智能集团股份有限公司"
"16097","300085",2,3,"深圳市银之杰科技股份有限公司"
"16102","300087",1,1,"安徽荃银高科种业股份有限公司"
"16104","300088",3,3,"芜湖长信科技股份有限公司"
"16109","300089",1,1,"广东文化长城集团股份有限公司"
"16111","300090",1,1,"安徽盛运环保(集团)股份有限公司"
"16112","300091",1,1,"江苏金通灵流体机械科技股份有限公司"
"16114","300092",1,1,"四川科新机电股份有限公司"
"16116","300093",1,1,"广东金刚玻璃科技股份有限公司"
"16118","300094",4,13,"湛江国联水产开发股份有限公司"
"16124","300095",1,1,"江西华伍制动器股份有限公司"
"16126","300096",4,4,"易联众信息技术股份有限公司"
"16133","300097",3,3,"大连智云自动化装备股份有限公司"
"16137","300098",8,58,"高新兴科技集团股份有限公司"
"16151","300100",5,5,"宁波双林汽车部件股份有限公司"
"16157","300101",2,2,"成都振芯科技股份有限公司"
"16161","300102",1,3,"厦门乾照光电股份有限公司"
"16163","300103",1,1,"西安达刚路面机械股份有限公司"
"16165","300104",1,1,"乐视网信息技术(北京)股份有限公司"
"16166","300105",5,5,"烟台龙源电力技术股份有限公司"
"16172","300109",1,1,"博爱新开源医疗科技集团股份有限公司"
"16174","300110",3,6,"华仁药业股份有限公司"
"16179","300111",1,1,"浙江向日葵光能科技股份有限公司"
"16181","300112",4,4,"深圳万讯自控股份有限公司"
"16186","300113",3,3,"杭州顺网科技股份有限公司"
"16191","300114",2,2,"中航电测仪器股份有限公司"
"16194","300115",1,1,"深圳市长盈精密技术股份有限公司"
"16196","300117",8,8,"北京嘉寓门窗幕墙股份有限公司"
"16208","300118",3,3,"东方日升新能源股份有限公司"
"16212","300119",7,15,"天津瑞普生物技术股份有限公司"
"16226","300120",1,1,"天津经纬辉开光电股份有限公司"
"16227","300121",1,1,"山东阳谷华泰化工股份有限公司"
"16229","300122",12,17,"重庆智飞生物制品股份有限公司"
"16258","300123",56,56,"亚光科技集团股份有限公司"
"16314","300124",5,5,"深圳市汇川技术股份有限公司"
"16324","300125",1,1,"大连易世达新能源发展股份有限公司"
"16326","300127",1,1,"成都银河磁体股份有限公司"
"16328","300128",1,1,"苏州锦富技术股份有限公司"
"16330","300129",1,1,"上海泰胜风能装备股份有限公司"
"16332","300130",1,1,"深圳市新国都股份有限公司"
"16333","300131",3,3,"深圳市英唐智能控制股份有限公司"
"16339","300132",1,1,"福建青松股份有限公司"
"16341","300133",3,3,"浙江华策影视股份有限公司"
"16345","300134",4,4,"深圳市大富科技股份有限公司"
"16351","300135",1,1,"江苏宝利国际投资股份有限公司"
"16353","300136",2,3,"深圳市信维通信股份有限公司"
"16358","300137",1,1,"河北先河环保科技股份有限公司"
"16360","300138",6,9,"晨光生物科技集团股份有限公司"
"16377","300139",2,2,"北京晓程科技股份有限公司"
"16381","300141",1,1,"苏州工业园区和顺电气股份有限公司"
"16383","300143",1,1,"广东星普医学科技股份有限公司"
"16385","300144",1,1,"宋城演艺发展股份有限公司"
"16387","300145",17,23,"南方中金环境股份有限公司"
"16418","300146",1,1,"汤臣倍健股份有限公司"
