,Symbol,FullName,source,bill_code,customer_code,fullname
162,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzE3MDQwNzM2NQ==',中国民生银行股份有限公司沧州分行
163,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzE4MDM0NDI5Mw==',中国民生银行股份有限公司衡水分行
164,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzM1MTYxMjczNA==',中国民生银行股份有限公司秦皇岛分行
165,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzUxMTQ1MDc4NQ==',中国民生银行股份有限公司太原分行
166,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzUxMTQ1MTY2OQ==',中国民生银行股份有限公司北方交易中心
167,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzUyMDI1Mzk3OQ==',中国民生银行股份有限公司大同分行
168,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzU4MDEzODU5Nw==',中国民生银行股份有限公司吕梁分行
169,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzU5MDIyMDY1MA==',中国民生银行股份有限公司运城分行
170,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzcxMjY1NjY5MQ==',中国民生银行股份有限公司郑州分行
171,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'MzczMDUxODIzNg==',中国民生银行股份有限公司新乡分行
172,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'Mzc0MDM5MTMwNg==',中国民生银行股份有限公司许昌分行
173,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'Mzc2MDMxOTE4OA==',中国民生银行股份有限公司信阳分行
174,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'Mzc3MDQ3MjQ3Ng==',中国民生银行股份有限公司南阳分行
175,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'Mzc5MjcyMDc3OQ==',中国民生银行股份有限公司洛阳分行
176,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'Mzk1MDI5MjQ3OA==',中国民生银行股份有限公司漯河分行
177,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDExMzk5MTQ5Ng==',中国民生银行股份有限公司大连分行
178,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDEyNTQ1OTM3OA==',中国民生银行股份有限公司鞍山分行
179,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDI3MDM3NzQ1Nw==',中国民生银行股份有限公司盘锦分行
180,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDI3MDM4MDkwNA==',中国民生银行股份有限公司盘锦分行
