,Symbol,FullName,source,bill_code,customer_code.y,b.fullname,flag
3796,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'MDI4Njc3NzM3Ng==',四川东方雨虹防水工程有限公司,1
3797,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'MDI5NDg3NDk3OA==',咸阳东方雨虹建筑材料有限公司,1
3798,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'MzE1MTk5MjkxOA==',唐山东方雨虹防水技术有限责任公司,1
3799,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'MzkzMDI5MTcxNQ==',河南东方雨虹建筑材料有限公司,1
3800,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NDE2MDI4NjY4NQ==',锦州东方雨虹建筑材料有限责任公司,1
3801,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTEyNTg1MjAzMg==',上海东方雨虹防水技术有限责任公司,1
3802,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTEyNTg1NDU4Nw==',德爱威(中国)有限公司,1
3803,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTEyNTg1NDcyNw==',上海东方雨虹防水工程有限公司,1
3804,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTEyNTg2NjEyMg==',华砂砂浆有限责任公司,1
3805,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTEyNTg3MjA3OQ==',东方雨虹建筑修缮技术有限公司,1
3806,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTEyNTg3MjA4MQ==',东方雨虹建设工程有限公司,1
3807,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTE2MDY4MjMxNQ==',徐州卧牛山新型防水材料有限公司,1
3808,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTM0MDM5Njg1MA==',天鼎丰非织造布有限公司,1
3809,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTM0MDM5NzQyNg==',天鼎丰聚丙烯材料技术有限公司,1
3810,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTUwMDI1MDg3MA==',滁州天鼎丰非织造布有限公司,1
3811,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTUwMDI1MTM3Ng==',天鼎丰控股有限公司,1
3812,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTUzMTU3MDQ0NQ==',芜湖卧牛山建筑节能材料有限公司,1
3813,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTcxNTkyNTA4NA==',杭州东方雨虹建筑材料有限公司,1
3814,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTcxNzA5MDE2Mg==',杭州新德环保科技有限公司,1
3815,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NTc0NDYxMjAyMQ==',浙江高能环境工程技术有限公司,1
3816,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzE0MTM3NjExNg==',阳新鹏富矿业有限公司,1
3817,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzI0MDI3MjE2Mg==',荆门东方雨虹建筑材料有限公司,1
3818,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzMwMDQzMDMxNg==',岳阳东方雨虹防水技术有限责任公司,1
3819,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzMxMjAxMTU2NA==',洛迪环保科技有限公司,1
3820,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzUyNDAwMzgxOQ==',惠州东方雨虹建筑材料有限责任公司,1
3821,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzU1MDA2MjI1OQ==',深圳东方雨虹防水工程有限公司,1
3822,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzU1MDA5NzI1MQ==',东方雨虹智能装备有限责任公司,1
3823,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'NzY5MDA4NDU2Mg==',东莞华砂砂浆有限责任公司,1
3824,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'ODM4MDMzMTM5OA==',四川东方雨虹建筑材料有限公司,1
3825,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'ODcxMDQwNDk3Ng==',昆明风行防水材料有限公司,1
3826,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'ODcxMjE0ODAyOQ==',昆明风行防水材料有限公司,1
3827,002271,东方雨虹,3,b'MDEwMTE0MDg0NA==',b'OTQzMDE0MDAxNQ==',靖远宏达矿业有限责任公司,1
3828,002271,东方雨虹,1,b'MDEwMzMyMTQyMg==',b'MDEwMzMyMTQyMg==',北京东方雨虹防水技术股份有限公司,1
3829,002271,东方雨虹,1,b'NTcxNzA4MzA5NQ==',b'NTcxNzA4MzA5NQ==',北京东方雨虹防水技术股份有限公司,1
3830,002273,水晶光电,1,b'NzU1MDEzMjU1NA==',b'NzU1MDEzMjU1NA==',浙江水晶光电科技股份有限公司,1
3831,002273,水晶光电,3,b'NTc2MTEwMDc1NQ==',b'NTc2MDEwMDMwMA==',浙江夜视丽反光材料有限公司,1
3832,002273,水晶光电,3,b'NTc2MTEwMDc1NQ==',b'NTc2MTEwMzQwOA==',浙江台佳电子信息科技有限公司,1
3833,002273,水晶光电,3,b'NTc2MTEwMDc1NQ==',b'NTc2MjE4NDUzMA==',浙江晶景光电有限公司,1
3834,002273,水晶光电,3,b'NTc2MTEwMDc1NQ==',b'NTc2MjgxNDA4NQ==',浙江台佳电子信息科技有限公司,1
3835,002273,水晶光电,3,b'NTc2MTEwMDc1NQ==',b'NTc2MjgxNjI5OQ==',浙江晶驰光电科技有限公司,1
3836,002273,水晶光电,3,b'NTc2MTEwMDc1NQ==',b'NTc2MjgxNzAxNw==',浙江晶特光学科技有限公司,1
3837,002274,华昌化工,1,b'NTEyMjgzNzIyNQ==',b'NTEyMjgzNzIyNQ==',江苏华昌化工股份有限公司,1
3838,002275,桂林三金,1,b'MzUxMTQ1Mjk5OQ==',b'MzUxMTQ1Mjk5OQ==',桂林三金药业股份有限公司,1
3839,002275,桂林三金,1,b'MzUxMTQ1MjcxOQ==',b'MzUxMTQ1MjcxOQ==',桂林三金药业股份有限公司,1
3840,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNTkyODM4Nw==',浙江万马股份有限公司,0
3841,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg3Mw==',浙江万马股份有限公司,1
3842,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg3NA==',浙江万马股份有限公司,1
3843,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg3NQ==',浙江万马股份有限公司,1
3844,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg3Nw==',浙江万马股份有限公司,1
3845,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg3OA==',浙江万马股份有限公司,1
3846,002276,万马股份,1,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg3OQ==',浙江万马股份有限公司,1
3847,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg4MA==',浙江万马股份有限公司,1
3848,002276,万马股份,3,b'NTcxNTkyODM4Nw==',b'NTcxNzA4MTg4MQ==',浙江万马股份有限公司,1
3849,002276,万马股份,1,b'NTcxMzY1Njk2MQ==',b'NTcxMzY1Njk2MQ==',浙江万马股份有限公司,1
3850,002277,友阿股份,1,b'NzMxMDU4MTA0NQ==',b'NzMxMDU4MTA0NQ==',湖南友谊阿波罗商业股份有限公司,1
3851,002277,友阿股份,1,b'NzMxMjAxNzQ5NA==',b'NzMxMjAxNzQ5NA==',湖南友谊阿波罗商业股份有限公司,1
3852,002277,友阿股份,1,b'NzMxMjg5NDcxNw==',b'NzMxMjg5NDcxNw==',湖南友谊阿波罗商业股份有限公司,1
3853,002278,神开股份,1,b'MDIxMDE3NDUyNg==',b'MDIxMDE3NDUyNg==',上海神开石油化工装备股份有限公司,1
3854,002279,久其软件,1,b'MDEwMzAxNzMwOQ==',b'MDEwMzAxNzMwOQ==',北京久其软件股份有限公司,1
3855,002280,联络互动,1,b'NTcxNTg3ODQ0OA==',b'NTcxNTg3ODQ0OA==',杭州联络互动信息科技股份有限公司,1
3856,002280,联络互动,1,b'MDEwNDE0NzgyOQ==',b'MDEwNDE0NzgyOQ==',杭州联络互动信息科技股份有限公司,1
3857,002280,联络互动,1,b'NzY5MDAxMDQ1NA==',b'NzY5MDAxMDQ1NA==',杭州联络互动信息科技股份有限公司,1
3858,002281,光迅科技,1,b'MDI3MjI4ODcxMQ==',b'MDI3MjI4ODcxMQ==',武汉光迅科技股份有限公司,1
3859,002281,光迅科技,3,b'MDI3MjI4ODcxMQ==',b'MDI3MzU1ODM0OQ==',武汉光迅科技股份有限公司(营销部),1
3860,002281,光迅科技,3,b'MDI3MjI4ODcxMQ==',b'MDI3NTYzNzYwMQ==',武汉电信器件有限公司,1
3861,002281,光迅科技,3,b'MDI3MjI4ODcxMQ==',b'MDI3NTYzNzYxNQ==',武汉光迅科技有限公司货运部,1
3862,002281,光迅科技,3,b'MDI3MjI4ODcxMQ==',b'MDI3NTk3Mzc5MQ==',武汉电信器件有限公司,1
3863,002282,博深工具,1,b'MzExMTEwMjcwMw==',b'MzExMTEwMjcwMw==',博深工具股份有限公司,1
3864,002282,博深工具,1,b'MzExMjY0NDk4NQ==',b'MzExMjY0NDk4NQ==',博深工具股份有限公司,1
3865,002283,天润曲轴,1,b'NjMxMTM1MzI0Mw==',b'NjMxMTM1MzI0Mw==',天润曲轴股份有限公司,1
3866,002283,天润曲轴,1,b'NjMxMTQ1Mzg0OQ==',b'NjMxMTQ1Mzg0OQ==',天润曲轴股份有限公司,1
3867,002283,天润曲轴,1,b'NjMxMTg1NzkxMQ==',b'NjMxMTg1NzkxMQ==',天润曲轴股份有限公司,1
3868,002283,天润曲轴,1,b'NjMxMTM2ODg5Nw==',b'NjMxMTM2ODg5Nw==',天润曲轴股份有限公司,1
3869,002283,天润曲轴,3,b'NjMxMTM2ODg5Nw==',b'NjMxMTg1OTg0Mg==',天润曲轴股份有限公司,1
3870,002284,亚太股份,1,b'MDIxNjQzMzI1Nw==',b'MDIxNjQzMzI1Nw==',浙江亚太机电股份有限公司,1
3871,002284,亚太股份,3,b'NTcxNTg5MzQ2MA==',b'NTcxNzA4MDAwMg==',杭州亚太智能装备有限公司,1
3872,002284,亚太股份,3,b'NTcxNTg5MzQ2MA==',b'NTcxNzA4MDAwMw==',杭州亚太埃伯恩汽车部件有限公司,1
3873,002284,亚太股份,3,b'NTcxNTg5MzQ2MA==',b'NTcxNzA4MDAwNA==',杭州勤日汽车部件有限公司,1
3874,002284,亚太股份,3,b'NTcxNTg5MzQ2MA==',b'NTcxNzA4MTM0MQ==',杭州自立汽车底盘部件有限公司,1
3875,002285,世联行,1,b'NzU1OTUxOTA5OQ==',b'NzU1OTUxOTA5OQ==',深圳世联行集团股份有限公司,1
3876,002286,保龄宝,1,b'NTM0MDEzMzg0Nw==',b'NTM0MDEzMzg0Nw==',保龄宝生物股份有限公司,1
3877,002287,奇正藏药,1,b'OTMxMDA4NTc1Nw==',b'OTMxMDA4NTc1Nw==',西藏奇正藏药股份有限公司,1
3878,002287,奇正藏药,1,b'ODk0MDEwMjc3OQ==',b'ODk0MDEwMjc3OQ==',西藏奇正藏药股份有限公司,1
3879,002288,超华科技,1,b'NzUzMDQyMTQwMQ==',b'NzUzMDQyMTQwMQ==',广东超华科技股份有限公司,1
3880,002289,宇顺电子,1,b'NzU1MTI5MjEyMA==',b'NzU1MTI5MjEyMA==',深圳市宇顺电子股份有限公司,1
3881,002291,星期六,1,b'MDIwNTYxMDYyMA==',b'MDIwNTYxMDYyMA==',星期六股份有限公司,1
3882,002291,星期六,1,b'MzE1MTk5Mjk0NQ==',b'MzE1MTk5Mjk0NQ==',星期六股份有限公司,1
3883,002291,星期六,1,b'NTc5NzQ0MTYyOA==',b'NTc5NzQ0MTYyOA==',星期六股份有限公司,1
3884,002291,星期六,1,b'NDUxMTY2OTIyNQ==',b'NDUxMTY2OTIyNQ==',星期六股份有限公司,1
3885,002291,星期六,1,b'MDIyMjI5ODM4MA==',b'MDIyMjI5ODM4MA==',星期六股份有限公司,1
3886,002291,星期六,1,b'MDIzMTg1Njg0MA==',b'MDIzMTg1Njg0MA==',星期六股份有限公司,1
3887,002291,星期六,1,b'MDEwMzkxMDA1Mw==',b'MDEwMzkxMDA1Mw==',星期六股份有限公司,1
3888,002291,星期六,3,b'NzU3MTgzOTM4OQ==',b'NzU3Njc0NTMzMQ==',佛山星期六科技研发有限公司,1
3889,002291,星期六,1,b'MDI0MjM1NTUwNw==',b'MDI0MjM1NTUwNw==',星期六股份有限公司,1
3890,002291,星期六,1,b'MDI3MzM3MzY5MQ==',b'MDI3MzM3MzY5MQ==',星期六股份有限公司,1
3891,002292,奥飞娱乐,1,b'MDIwMDE4MjA5NQ==',b'MDIwMDE4MjA5NQ==',奥飞娱乐股份有限公司,1
3892,002292,奥飞娱乐,3,b'NzU0MTIwMDIwNw==',b'NzU0MzU4Mzk0OA==',广东奥飞实业有限公司,1
3893,002293,罗莱生活,3,b'NTEzMTIxOTY1NQ==',b'NTEzMTIxOTY1NQ==',上海罗莱家用纺织品有限公司,0
3894,002293,罗莱生活,3,b'NTEzMTIxOTY1NQ==',b'NTEzMjY2MzM3OA==',上海罗莱家用纺织品有限公司,1
3895,002294,信立泰,3,b'MDIwMDA1MzkxOQ==',b'MDIwMDA1MzkxOQ==',深圳信立泰药业股份有限公司,0
3896,002294,信立泰,1,b'MDIwMDA1MzkxOQ==',b'NzU1MDA2MjU2NA==',深圳信立泰药业股份有限公司,1
3897,002294,信立泰,1,b'NzU1NzYwMDIyNw==',b'NzU1NzYwMDIyNw==',深圳信立泰药业股份有限公司,1
3898,002294,信立泰,1,b'NzU1MDA3NzIyMw==',b'NzU1MDA3NzIyMw==',深圳信立泰药业股份有限公司,1
3899,002294,信立泰,1,b'NzU1MDA5NDE4NQ==',b'NzU1MDA5NDE4NQ==',深圳信立泰药业股份有限公司,1
3900,002294,信立泰,3,b'MDEwMjExODc0NQ==',b'MDEwMDE4ODg0NQ==',深圳信立泰药业股份有限公司,1
3901,002294,信立泰,1,b'MDEwMjExODc0NQ==',b'MDEwMjExODc0NQ==',深圳信立泰药业股份有限公司,1
3902,002294,信立泰,1,b'MDIwMDA0NTY0NA==',b'MDIwMDA0NTY0NA==',深圳信立泰药业股份有限公司,1
3903,002294,信立泰,1,b'NzU1MDAyOTMzNA==',b'NzU1MDAyOTMzNA==',深圳信立泰药业股份有限公司,1
3904,002295,精艺股份,1,b'NzU3NjMzNzM2OA==',b'NzU3NjMzNzM2OA==',广东精艺金属股份有限公司,1
3905,002298,中电鑫龙,1,b'NTUzMTA4NTUzNA==',b'NTUzMTA4NTUzNA==',安徽中电兴发与鑫龙科技股份有限公司,1
3906,002300,太阳电缆,1,b'NTkxMTE2MzUxOA==',b'NTkxMTE2MzUxOA==',福建南平太阳电缆股份有限公司,1
3907,002300,太阳电缆,1,b'NTk5MTAwMDExNg==',b'NTk5MTAwMDExNg==',福建南平太阳电缆股份有限公司,1
3908,002301,齐心集团,1,b'MDEwMDA4MDYxMw==',b'MDEwMDA4MDYxMw==',深圳齐心集团股份有限公司,1
3909,002301,齐心集团,1,b'MDI0MTc1ODY4Ng==',b'MDI0MTc1ODY4Ng==',深圳齐心集团股份有限公司,1
3910,002301,齐心集团,1,b'NzU1MDEzNDg1Nw==',b'NzU1MDEzNDg1Nw==',深圳齐心集团股份有限公司,1
3911,002301,齐心集团,1,b'MDIwMDA3NjIwNg==',b'MDIwMDA3NjIwNg==',深圳齐心集团股份有限公司,1
3912,002301,齐心集团,1,b'MDEwODc1Njg2Nw==',b'MDEwODc1Njg2Nw==',深圳齐心集团股份有限公司,1
3913,002301,齐心集团,1,b'NTcxMTkwNDg2Nw==',b'NTcxMTkwNDg2Nw==',深圳齐心集团股份有限公司,1
3914,002301,齐心集团,1,b'MDIzNTM2ODY0Nw==',b'MDIzNTM2ODY0Nw==',深圳齐心集团股份有限公司,1
3915,002301,齐心集团,1,b'NzU1MTAxMTU3OA==',b'NzU1MTAxMTU3OA==',深圳齐心集团股份有限公司,1
3916,002301,齐心集团,1,b'MDI3NjY5NjIxMA==',b'MDI3NjY5NjIxMA==',深圳齐心集团股份有限公司,1
3917,002301,齐心集团,1,b'MzcxMjY2MjgyOA==',b'MzcxMjY2MjgyOA==',深圳齐心集团股份有限公司,1
3918,002301,齐心集团,1,b'NTc0NDYxNDk0Nw==',b'NTc0NDYxNDk0Nw==',深圳齐心集团股份有限公司,1
3919,002301,齐心集团,1,b'NzMxMjAxMzAyMA==',b'NzMxMjAxMzAyMA==',深圳齐心集团股份有限公司,1
3920,002301,齐心集团,1,b'NzkxMTUwMDkyNA==',b'NzkxMTUwMDkyNA==',深圳齐心集团股份有限公司,1
3921,002301,齐心集团,1,b'MDIwMDAwNjk2NQ==',b'MDIwMDAwNjk2NQ==',深圳齐心集团股份有限公司,1
3922,002307,北新路桥,1,b'ODM5MDE1NTMwMg==',b'ODM5MDE1NTMwMg==',新疆北新路桥集团股份有限公司,1
3923,002307,北新路桥,1,b'ODM5MDE1NTM1MA==',b'ODM5MDE1NTM1MA==',新疆北新路桥集团股份有限公司,1
3924,002307,北新路桥,1,b'MDI5NDg4MTM4Mg==',b'MDI5NDg4MTM4Mg==',新疆北新路桥集团股份有限公司,1
3925,002307,北新路桥,1,b'MDI5NDg4MDU4OQ==',b'MDI5NDg4MDU4OQ==',新疆北新路桥集团股份有限公司,1
3926,002308,威创股份,1,b'MDEwMzM5MjAxNg==',b'MDEwMzM5MjAxNg==',威创集团股份有限公司,1
3927,002308,威创股份,1,b'MDIwMDM4NjUzNg==',b'MDIwMDM4NjUzNg==',威创集团股份有限公司,1
3928,002308,威创股份,1,b'MzUxMTQ1Mjg4Nw==',b'MzUxMTQ1Mjg4Nw==',威创集团股份有限公司,1
3929,002308,威创股份,1,b'NTMxMTk1OTIxMQ==',b'NTMxMTk1OTIxMQ==',广东威创视讯科技股份有限公司,1
3930,002308,威创股份,1,b'NTcxNzA5MjE4NA==',b'NTcxNzA5MjE4NA==',威创集团股份有限公司,1
3931,002308,威创股份,1,b'MDI1Mjg4MzYyMw==',b'MDI1Mjg4MzYyMw==',威创集团股份有限公司,1
3932,002308,威创股份,1,b'NTMxMzQ5OTczMw==',b'NTMxMzQ5OTczMw==',威创集团股份有限公司,1
3933,002308,威创股份,1,b'MDI4Njc4OTY5NA==',b'MDI4Njc4OTY5NA==',威创集团股份有限公司,1
3934,002309,中利集团,1,b'MDIwMDAwMzY2Mg==',b'MDIwMDAwMzY2Mg==',江苏中利集团股份有限公司,1
3935,002309,中利集团,1,b'MzcxMjQyMzExMg==',b'MzcxMjQyMzExMg==',江苏中利集团股份有限公司,1
3936,002309,中利集团,1,b'NTEyMTg4MzgyMg==',b'NTEyMTg4MzgyMg==',江苏中利集团股份有限公司,1
3937,002309,中利集团,1,b'NTkxNTM1NDExNA==',b'NTkxNTM1NDExNA==',中利科技集团股份有限公司,1
3938,002309,中利集团,1,b'MDI3NTg3MDkxMA==',b'MDI3NTg3MDkxMA==',江苏中利集团股份有限公司,1
3939,002309,中利集团,1,b'MzExMzU3Mjg3OQ==',b'MzExMzU3Mjg3OQ==',江苏中利集团股份有限公司,1
3940,002309,中利集团,1,b'NTEyNTg1MzQ2OQ==',b'NTEyNTg1MzQ2OQ==',江苏中利集团股份有限公司,1
3941,002310,东方园林,1,b'MzcwMDM2NTc0MA==',b'MzcwMDM2NTc0MA==',北京东方园林环境股份有限公司,1
3942,002310,东方园林,1,b'NDc0MDE0NjcxMw==',b'NDc0MDE0NjcxMw==',北京东方园林环境股份有限公司,1
3943,002310,东方园林,1,b'NTE3MDM0MTc2Nw==',b'NTE3MDM0MTc2Nw==',北京东方园林环境股份有限公司,1
3944,002310,东方园林,1,b'NTUwMDI1MDg3OQ==',b'NTUwMDI1MDg3OQ==',北京东方园林环境股份有限公司,1
3945,002310,东方园林,1,b'NTUxMzUxMzcyMQ==',b'NTUxMzUxMzcyMQ==',北京东方园林环境股份有限公司,1
3946,002310,东方园林,1,b'NTU4MDM5OTk2MQ==',b'NTU4MDM5OTk2MQ==',北京东方园林环境股份有限公司,1
3947,002310,东方园林,1,b'ODcwMDExOTcwOA==',b'ODcwMDExOTcwOA==',北京东方园林环境股份有限公司,1
3948,002310,东方园林,1,b'NTc5NzQ0NDcxMQ==',b'NTc5NzQ0NDcxMQ==',北京东方园林环境股份有限公司,1
3949,002310,东方园林,1,b'NzM5MDM0MDY3NA==',b'NzM5MDM0MDY3NA==',北京东方园林环境股份有限公司,1
3950,002310,东方园林,1,b'NzcxMTAxNTUzNQ==',b'NzcxMTAxNTUzNQ==',北京东方园林环境股份有限公司,1
3951,002310,东方园林,1,b'Mzc3MDQ3MzA3MA==',b'Mzc3MDQ3MzA3MA==',北京东方园林环境股份有限公司,1
3952,002310,东方园林,1,b'NzEwMTU2NDgyMA==',b'NzEwMTU2NDgyMA==',北京东方园林环境股份有限公司,1
3953,002310,东方园林,1,b'MzEzMDA3Mzc1Nw==',b'MzEzMDA3Mzc1Nw==',北京东方园林环境股份有限公司,1
3954,002310,东方园林,1,b'MzU5MDIyMDg2OQ==',b'MzU5MDIyMDg2OQ==',北京东方园林环境股份有限公司,1
3955,002310,东方园林,1,b'NjM1MDM2NTk3MA==',b'NjM1MDM2NTk3MA==',北京东方园林环境股份有限公司,1
3956,002310,东方园林,1,b'Nzc1MDI0OTkzMg==',b'Nzc1MDI0OTkzMg==',北京东方园林环境股份有限公司,1
3957,002310,东方园林,1,b'ODc1MDEzMzk3NQ==',b'ODc1MDEzMzk3NQ==',北京东方园林环境股份有限公司,1
3958,002310,东方园林,1,b'MzcyMDM2NzY0Mw==',b'MzcyMDM2NzY0Mw==',北京东方园林环境股份有限公司,1
3959,002310,东方园林,1,b'NTM0MDM5NTk1NA==',b'NTM0MDM5NTk1NA==',北京东方园林环境股份有限公司,1
3960,002310,东方园林,1,b'NTU4MDQwMDcwNA==',b'NTU4MDQwMDcwNA==',北京东方园林环境股份有限公司,1
3961,002310,东方园林,1,b'NTY2MDE2NDE4Mg==',b'NTY2MDE2NDE4Mg==',北京东方园林环境股份有限公司,1
3962,002310,东方园林,1,b'ODc3MDE0NzgxNA==',b'ODc3MDE0NzgxNA==',北京东方园林环境股份有限公司,1
3963,002310,东方园林,1,b'Mzk4MDE4MzA4OA==',b'Mzk4MDE4MzA4OA==',北京东方园林环境股份有限公司,1
3964,002310,东方园林,1,b'NTMwMDI3ODA0Mw==',b'NTMwMDI3ODA0Mw==',北京东方园林环境股份有限公司,1
3965,002310,东方园林,1,b'NTM5MTgzNDQ4OQ==',b'NTM5MTgzNDQ4OQ==',北京东方园林环境股份有限公司,1
3966,002310,东方园林,1,b'NTU4MDIzNTg3MQ==',b'NTU4MDIzNTg3MQ==',北京东方园林环境股份有限公司,1
3967,002310,东方园林,1,b'MDIzNTM2MzkzNw==',b'MDIzNTM2MzkzNw==',北京东方园林环境股份有限公司,1
3968,002310,东方园林,1,b'NTMzMTU1MDIxOA==',b'NTMzMTU1MDIxOA==',北京东方园林环境股份有限公司,1
3969,002310,东方园林,1,b'NTU4MDQwMDIyOQ==',b'NTU4MDQwMDIyOQ==',北京东方园林环境股份有限公司,1
3970,002310,东方园林,1,b'NTY0MDI4MjE4Nw==',b'NTY0MDI4MjE4Nw==',北京东方园林环境股份有限公司,1
3971,002310,东方园林,1,b'NzEwMTU2NDg0OQ==',b'NzEwMTU2NDg0OQ==',北京东方园林环境股份有限公司,1
3972,002310,东方园林,1,b'NzI0MDI3MjE5Mw==',b'NzI0MDI3MjE5Mw==',北京东方园林环境股份有限公司,1
3973,002310,东方园林,1,b'ODM5MDE1NTQxMQ==',b'ODM5MDE1NTQxMQ==',北京东方园林环境股份有限公司,1
3974,002310,东方园林,1,b'ODc1MDEzNDA3NA==',b'ODc1MDEzNDA3NA==',北京东方园林环境股份有限公司,1
3975,002310,东方园林,1,b'MzUyMDI1MzkyMQ==',b'MzUyMDI1MzkyMQ==',北京东方园林环境股份有限公司,1
3976,002310,东方园林,1,b'MzU2MDE2NDUxMw==',b'MzU2MDE2NDUxMw==',北京东方园林环境股份有限公司,1
3977,002310,东方园林,1,b'MzkzMDI5MTMzNw==',b'MzkzMDI5MTMzNw==',北京东方园林环境股份有限公司,1
3978,002310,东方园林,1,b'NTI3MDMyNTAzNw==',b'NTI3MDMyNTAzNw==',北京东方园林环境股份有限公司,1
3979,002310,东方园林,1,b'NTU4MDI5MDA4OQ==',b'NTU4MDI5MDA4OQ==',北京东方园林环境股份有限公司,1
3980,002310,东方园林,1,b'NTU4MDI5MjY3OA==',b'NTU4MDI5MjY3OA==',北京东方园林环境股份有限公司,1
3981,002310,东方园林,1,b'ODU3MDE1NTk5Nw==',b'ODU3MDE1NTk5Nw==',北京东方园林环境股份有限公司,1
3982,002310,东方园林,1,b'ODc3MDE0NzgwOA==',b'ODc3MDE0NzgwOA==',北京东方园林环境股份有限公司,1
3983,002310,东方园林,1,b'MzUxMDczNjU4Mw==',b'MzUxMDczNjU4Mw==',北京东方园林环境股份有限公司,1
3984,002310,东方园林,1,b'NTE4MDQwNjQ0NQ==',b'NTE4MDQwNjQ0NQ==',北京东方园林环境股份有限公司,1
3985,002310,东方园林,1,b'NTI3MDMyNTIwOQ==',b'NTI3MDMyNTIwOQ==',北京东方园林环境股份有限公司,1
3986,002310,东方园林,1,b'NTY0MDI4MjYwMA==',b'NTY0MDI4MjYwMA==',北京东方园林环境股份有限公司,1
3987,002310,东方园林,1,b'NTc5NzQ0NjI1OA==',b'NTc5NzQ0NjI1OA==',北京东方园林环境股份有限公司,1
3988,002310,东方园林,1,b'NzcyMDM3OTg4Mg==',b'NzcyMDM3OTg4Mg==',北京东方园林环境股份有限公司,1
3989,002310,东方园林,1,b'Nzk4MDIyOTAzMQ==',b'Nzk4MDIyOTAzMQ==',北京东方园林环境股份有限公司,1
3990,002310,东方园林,1,b'ODE3OTQwMjU0NQ==',b'ODE3OTQwMjU0NQ==',北京东方园林环境股份有限公司,1
3991,002310,东方园林,1,b'ODMxMDI4MTUxNA==',b'ODMxMDI4MTUxNA==',北京东方园林环境股份有限公司,1
3992,002310,东方园林,1,b'OTkxMTE1OTMwMQ==',b'OTkxMTE1OTMwMQ==',北京东方园林环境股份有限公司,1
3993,002310,东方园林,1,b'MDEwMDEzMTM0OQ==',b'MDEwMDEzMTM0OQ==',北京东方园林环境股份有限公司,1
3994,002310,东方园林,1,b'Mzc5MjcyNDEwNQ==',b'Mzc5MjcyNDEwNQ==',北京东方园林环境股份有限公司,1
3995,002310,东方园林,1,b'NTQzMDMwNTUzNA==',b'NTQzMDMwNTUzNA==',北京东方园林环境股份有限公司,1
3996,002310,东方园林,1,b'NzE5MTQ3MzcyMw==',b'NzE5MTQ3MzcyMw==',北京东方园林环境股份有限公司,1
3997,002310,东方园林,1,b'ODc3MDE0NzgxMw==',b'ODc3MDE0NzgxMw==',北京东方园林环境股份有限公司,1
3998,002310,东方园林,1,b'MzU0MDIwMjIwOQ==',b'MzU0MDIwMjIwOQ==',北京东方园林环境股份有限公司,1
3999,002310,东方园林,1,b'NTIzMTQzNTc3NA==',b'NTIzMTQzNTc3NA==',北京东方园林环境股份有限公司,1
4000,002310,东方园林,1,b'NTMzMTgxODA4OA==',b'NTMzMTgxODA4OA==',北京东方园林环境股份有限公司,1
