,Symbol,FullName,source,bill_code,customer_code.y,b.fullname
4718,300531,优博讯,1,b'NzU1MTI4NDI2Ng==',b'NzU1MDk1ODY3OQ==',深圳市优博讯科技股份有限公司
4719,300533,冰川网络,1,b'NzU1MDA4MTY5MA==',b'NzU1MDA4MTY5MA==',深圳冰川网络股份有限公司
4720,300534,陇神戎发,1,b'OTMxMDQ4ODk3Nw==',b'OTMxMDQ4ODk3Nw==',甘肃陇神戎发药业股份有限公司
4721,300535,达威股份,1,b'MDI4MzA1MDg1MQ==',b'MDI4MzA1MDg1MQ==',四川达威科技股份有限公司
4722,300535,达威股份,1,b'MDI4Njc3NTg5Nw==',b'MDI4Njc3NTg5Nw==',四川达威科技股份有限公司
4723,300536,农尚环境,1,b'NDcxMDgxNTMyNg==',b'NDcxMDgxNTMyNg==',武汉农尚环境股份有限公司
4724,300536,农尚环境,1,b'MDI5NDYwNTUyMg==',b'MDI5NDYwNTUyMg==',武汉农尚环境股份有限公司
4725,300536,农尚环境,1,b'MDI3NTg2MjAyNw==',b'MDI3NTg2MjAyNw==',武汉农尚环境股份有限公司
4726,300536,农尚环境,1,b'NzcxMDkwODM5OQ==',b'NzcxMDkwODM5OQ==',武汉农尚环境股份有限公司
4727,300537,广信材料,1,b'NTEwMTIyOTg2Mg==',b'NTEwMTIyOTg2Mg==',江苏广信感光新材料股份有限公司
4728,300538,同益股份,1,b'NzU1MDA2MDQ3OA==',b'NzU1MDA2MDQ3OA==',深圳市同益实业股份有限公司
4729,300539,横河模具,1,b'NTc0MTMwNTExMw==',b'NTc0MTMwNTExMw==',宁波横河模具股份有限公司
4730,300539,横河模具,1,b'NTc0MzgyNjE3OA==',b'NTc0MzgyNjE3OA==',宁波横河模具股份有限公司
4731,300541,先进数通,1,b'MDIwODY4MjE4Mg==',b'MDIwODY4MjE4Mg==',北京先进数通信息技术股份公司
4732,300542,新晨科技,1,b'MDEwMDEzMTczMA==',b'MDEwMDEzMTczMA==',新晨科技股份有限公司
4733,300545,联得装备,1,b'NzU1MzA5ODM1Ng==',b'NzU1MzA5ODM1Ng==',深圳市联得自动化装备股份有限公司
4734,300546,雄帝科技,1,b'NzU1MzA5ODYxOA==',b'NzU1MzA5ODYxOA==',深圳市雄帝科技股份有限公司
4735,300546,雄帝科技,1,b'NzU1ODMxMDM2Ng==',b'NzU1ODMxMDM2Ng==',深圳市雄帝科技股份有限公司
4736,300549,优德精密,1,b'NTEyMTMyMzI2MQ==',b'NTEyMTMyMzI2MQ==',优德精密工业(昆山)股份有限公司
4737,300550,和仁科技,1,b'NTcxMjI2OTIyMQ==',b'NTcxMjI2OTIyMQ==',浙江和仁科技股份有限公司
4738,300550,和仁科技,1,b'MDEwMDAwNTkxMQ==',b'MDEwMDAwNTkxMQ==',浙江和仁科技股份有限公司
4739,300551,古鳌科技,1,b'MDIxODkxMDMwMg==',b'MDIxODkxMDMwMg==',上海古鳌电子科技股份有限公司
4740,300551,古鳌科技,1,b'ODUxMTM3NDU4NA==',b'ODUxMTM3NDU4NA==',上海古鳌电子科技股份有限公司
4741,300551,古鳌科技,1,b'NTEyNDk0MzM3NQ==',b'NTEyNDk0MzM3NQ==',上海古鳌电子科技股份有限公司
4742,300552,万集科技,1,b'NTkxNTU5MjQxMQ==',b'NTkxNTU5MjQxMQ==',北京万集科技股份有限公司
4743,300552,万集科技,1,b'MDEwOTM2NzgxNQ==',b'NzU1MDEwMjk3Ng==',北京万集科技股份有限公司
4744,300552,万集科技,1,b'MDI1NDQ4NTY5Mw==',b'MDI1NDQ4NTY5Mw==',北京万集科技股份有限公司
4745,300552,万集科技,1,b'NDMxMjkxOTkzOA==',b'NDMxMjkxOTkzOA==',北京万集科技股份有限公司
4746,300552,万集科技,1,b'NDUxMzM4OTQzNQ==',b'NDUxMzM4OTQzNQ==',北京万集科技股份有限公司
4747,300552,万集科技,1,b'MDEwMTc4NDAxMg==',b'MDEwMTc4NDAxMg==',北京万集科技股份有限公司
4748,300552,万集科技,1,b'MzcxMjY1ODcxNQ==',b'MzcxMjY1ODcxNQ==',北京万集科技股份有限公司
4749,300552,万集科技,1,b'NTUxMzc1MjMzOQ==',b'NTUxMzc1MjMzOQ==',北京万集科技股份有限公司
4750,300552,万集科技,1,b'MDEwOTM2NzgxNQ==',b'MDEwOTM2NzgxNQ==',北京万集科技股份有限公司
4751,300552,万集科技,1,b'MDEwNDM4NzcwMw==',b'MDEwNDM4NzcwMw==',北京万集科技股份有限公司
4752,300554,三超新材,1,b'MDI1NDU0MjU4MA==',b'MDI1NDU0MjU4MA==',南京三超新材料股份有限公司
4753,300555,路通视信,1,b'NTEwMTc0NzI5OQ==',b'NTEwMTc0NzI5OQ==',无锡路通视信网络股份有限公司
4754,300556,丝路视觉,1,b'NzU1MzYyNDIyNQ==',b'NzU1MzYyNDIyNQ==',丝路视觉科技股份有限公司
4755,300556,丝路视觉,1,b'NzU1MDA0NDAwNg==',b'NzU1MDA0NDAwNg==',丝路视觉科技股份有限公司
4756,300556,丝路视觉,1,b'NzU1MDA0NDA5Mw==',b'NzU1MDA0NDA5Mw==',丝路视觉科技股份有限公司
4757,300556,丝路视觉,1,b'NzU1MDAyNTA3Nw==',b'NzU1MDAyNTA3Nw==',丝路视觉科技股份有限公司
4758,300557,理工光科,1,b'MDI3MzgxNDk1NQ==',b'MDI3MzgxNDk1NQ==',武汉理工光科股份有限公司
4759,300558,贝达药业,1,b'MDEwMDEzODkzMQ==',b'MDEwMDEzODkzMQ==',贝达药业股份有限公司
4760,300558,贝达药业,1,b'NTc0NDYwMzY3Mw==',b'NTc0NDYwMzY3Mw==',贝达药业股份有限公司
4761,300558,贝达药业,1,b'NTcxMjMwNjk2Mw==',b'NTcxMjMwNjk2Mw==',贝达药业股份有限公司
4762,300558,贝达药业,1,b'NTEwMzM2MDI4Nw==',b'NTEwMzM2MDI4Nw==',贝达药业股份有限公司
4763,300558,贝达药业,1,b'NTcxMjAxMDEzMQ==',b'NTcxMjAxMDEzMQ==',贝达药业股份有限公司
4764,300558,贝达药业,1,b'MDEwODM1NDQ0Nw==',b'MDEwODM1NDQ0Nw==',贝达药业股份有限公司
4765,300558,贝达药业,1,b'NTc0NDYwNDE1MQ==',b'NTc0NDYwNDE1MQ==',贝达药业股份有限公司
4766,300559,佳发安泰,1,b'NzU1MDA3OTM1NQ==',b'NzU1MDA3OTM1NQ==',成都佳发安泰教育科技股份有限公司
4767,300559,佳发安泰,1,b'MDI0NDQ2ODUwNA==',b'MDI0NDQ2ODUwNA==',成都佳发安泰科技股份有限公司
4768,300559,佳发安泰,1,b'MDI0NDQ2OTEyMA==',b'MDI0NDQ2OTEyMA==',成都佳发安泰教育科技股份有限公司
4769,300559,佳发安泰,1,b'NzU1MDAzMjU4Mw==',b'NzU1MDAzMjU4Mw==',成都佳发安泰科技股份有限公司
4770,300559,佳发安泰,1,b'MDI4MjA5MDI3Nw==',b'MDI4MjA5MDI3Nw==',成都佳发安泰教育科技股份有限公司
4771,300560,中富通,1,b'NTUwMDI1MTI2Ng==',b'NTUwMDI1MTI2Ng==',中富通集团股份有限公司
4772,300560,中富通,1,b'NTkxMjgzNDUzNQ==',b'NTkxMjgzNDUzNQ==',中富通集团股份有限公司
4773,300561,汇金科技,1,b'MDIwMDA1OTMyMQ==',b'MDIwMDA1OTMyMQ==',珠海汇金科技股份有限公司
4774,300561,汇金科技,1,b'MDI0NDQ3NzA1OQ==',b'MDI0NDQ3NzA1OQ==',珠海汇金科技股份有限公司
4775,300561,汇金科技,1,b'NzYwMjY4MTU5Mw==',b'NzYwMjY4MTU5Mw==',珠海汇金科技股份有限公司
4776,300561,汇金科技,1,b'MzExMzY4MjA0Ng==',b'MzExMzY4MjA0Ng==',珠海汇金科技股份有限公司
4777,300565,科信技术,1,b'NzU1MTAzOTkxOA==',b'NzU1MTAzOTkxOA==',深圳市科信通信技术股份有限公司
4778,300566,激智科技,1,b'NTc0MjgyNDU1OQ==',b'NTc0MjgyNDU1OQ==',宁波激智科技股份有限公司
4779,300567,精测电子,1,b'MDI3MjE1MTI1Mg==',b'MDI3MjE1MTI1Mg==',武汉精测电子技术股份有限公司
4780,300567,精测电子,1,b'MDI3NDU1OTk5MQ==',b'MDI3NDU1OTk5MQ==',武汉精测电子技术股份有限公司
4781,300568,星源材质,1,b'NzU1MDA2MjM5NA==',b'NzU1MDA2MjM5NA==',深圳市星源材质科技股份有限公司
4782,300568,星源材质,1,b'NzU1OTMyOTIwMw==',b'NzU1OTMyOTIwMw==',深圳市星源材质科技股份有限公司
4783,300569,天能重工,1,b'NTMyNDc4MDIyOA==',b'NTMyNDc4MDIyOA==',青岛天能重工股份有限公司
4784,300572,安车检测,1,b'NzMxMjAxMDgyMQ==',b'NzMxMjAxMDgyMQ==',深圳市安车检测股份有限公司
4785,300573,兴齐眼药,1,b'MDI0MzI1MDk3NQ==',b'MDI0MzI1MDk3NQ==',沈阳兴齐眼药股份有限公司
4786,300573,兴齐眼药,1,b'MDI0MzcwNzM1Nw==',b'MDI0MzcwNzM1Nw==',沈阳兴齐眼药股份有限公司
4787,300573,兴齐眼药,1,b'MDIwODMyMDQ1Nw==',b'MDI0NDM0MDg4Ng==',沈阳兴齐眼药股份有限公司
4788,300573,兴齐眼药,1,b'MDEwNjUwOTE3MQ==',b'MDEwNjUwOTE3MQ==',沈阳兴齐眼药股份有限公司
4789,300573,兴齐眼药,1,b'MDI0MjAxODI3OA==',b'MDI0MjAxODI3OA==',沈阳兴齐眼药股份有限公司
4790,300573,兴齐眼药,1,b'MDIwODMyMDQ1Nw==',b'MDIwODMyMDQ1Nw==',沈阳兴齐眼药股份有限公司
4791,300575,中旗股份,1,b'MDI1MjE5NTMyMw==',b'MDI1MjE5NTMyMw==',江苏中旗科技股份有限公司
4792,300575,中旗股份,1,b'MDI1MzMyNjgyNQ==',b'MDI1MzMyNjgyNQ==',江苏中旗作物保护股份有限公司
4793,300576,容大感光,1,b'NTEyMjE5NjE4MA==',b'NTEyMjE5NjE4MA==',深圳市容大感光科技股份有限公司
4794,300576,容大感光,1,b'NzU1OTUxMjkyOQ==',b'NzU1OTUxMjkyOQ==',深圳市容大感光科技股份有限公司
4795,300576,容大感光,1,b'NTEyNDIwODY1MA==',b'NTEyNDIwODY1MA==',深圳市容大感光科技股份有限公司
4796,300577,开润股份,1,b'NTUwMDAxNDA4MQ==',b'NTUwMDAxNDA4MQ==',安徽开润股份有限公司
4797,300578,会畅通讯,1,b'MDEwMzI2MTU1Mw==',b'MDEwMzI2MTU1Mw==',上海会畅通讯股份有限公司
4798,300578,会畅通讯,1,b'MDIxMzEyNTAwMw==',b'MDIxMzEyNTAwMw==',上海会畅通讯股份有限公司
4799,300579,数字认证,1,b'NTcxNzA4NDk5OA==',b'NTcxNzA4NDk5OA==',北京数字认证股份有限公司
4800,300582,英飞特,1,b'NTcxMDk5MjI2OQ==',b'NTcxMDk5MjI2OQ==',英飞特电子(杭州)股份有限公司
4801,300584,海辰药业,1,b'MDI1NDc1NTY5Nw==',b'MDI1NDc1NTY5Nw==',南京海辰药业股份有限公司
4802,300585,奥联电子,1,b'MDI1MTEzMDM2Mw==',b'MDI1MTEzMDM2Mw==',南京奥联汽车电子电器股份有限公司
4803,300586,美联新材,1,b'NzU0MzE4NTcyOQ==',b'NzU0MzE4NTcyOQ==',广东美联新材料股份有限公司
4804,300587,天铁股份,1,b'NTc2MTY3MDY5Nw==',b'NTc2MTY3MDY5Nw==',浙江天铁实业股份有限公司
4805,300590,移为通信,1,b'NzY5MDAzNDkxNA==',b'NzY5MDAzNDkxNA==',上海移为通信技术股份有限公司
4806,300590,移为通信,1,b'NzU1MDA0MjQ5MQ==',b'NzU1MDA0MjQ5MQ==',上海移为通信技术股份有限公司
4807,300590,移为通信,1,b'NzU1MDA0MjcwOA==',b'NzU1MDA0MjcwOA==',上海移为通信技术股份有限公司
4808,300591,万里马,1,b'MDIwMzUyNDU0NQ==',b'MDIwMzUyNDU0NQ==',广东万里马实业股份有限公司
4809,300591,万里马,1,b'NzY5MDU1NjYyOA==',b'NzY5MDU1NjYyOA==',广东万里马实业股份有限公司
4810,300591,万里马,1,b'NzY5MDU1NjYyOA==',b'NzY5MjQyMTY1Mg==',广东万里马实业股份有限公司
4811,300591,万里马,1,b'NzY5MTMyOTI2NQ==',b'NzY5MTMyOTI2NQ==',广东万里马实业股份有限公司
4812,300591,万里马,1,b'NzY5ODg2NTEwNA==',b'NzY5ODg2NTEwNA==',广东万里马实业股份有限公司
4813,300595,欧普康视,1,b'NTUxMzc1NDI0Nw==',b'NTUxMzc1NDI0Nw==',欧普康视科技股份有限公司
4814,300595,欧普康视,1,b'NTUxMTAyMTE1MQ==',b'NTUxMTAyMTE1MQ==',欧普康视科技股份有限公司
4815,300596,利安隆,1,b'MDIyMjEwNjI0Mg==',b'MDIyMjEwNjI0Mg==',天津利安隆新材料股份有限公司
4816,300597,吉大通信,1,b'NDMxMjMyNzc3MQ==',b'NDMxMjMyNzc3MQ==',吉林吉大通信设计院股份有限公司
4817,300597,吉大通信,1,b'MzExMzY4MzE0Mg==',b'MzExMzY4MzE0Mg==',吉林吉大通信设计院股份有限公司
4818,300598,诚迈科技,1,b'MDI1MjE4NjEzOA==',b'MDI1MjE4NjEzOA==',诚迈科技(南京)股份有限公司
4819,300599,雄塑科技,1,b'NzU3MzQ4ODIzOA==',b'NzU3MzQ4ODIzOA==',广东雄塑科技集团股份有限公司
4820,300600,瑞特股份,1,b'NTEyMTM2MjIzMg==',b'NTEyMTM2MjIzMg==',常熟瑞特电气股份有限公司
4821,300601,康泰生物,1,b'NzU1NjIzMzkyMw==',b'NzU1NjIzMzkyMw==',深圳康泰生物制品股份有限公司
4822,300602,飞荣达,1,b'NzU1ODUwMTI2MA==',b'NzU1ODUwMTI2MA==',深圳市飞荣达科技股份有限公司
4823,300602,飞荣达,1,b'NzU1MDEyNTQ2OQ==',b'NzU1MDEyNTQ2OQ==',深圳市飞荣达科技股份有限公司
4824,300604,长川科技,1,b'NTcxMTA1OTU2OQ==',b'NTcxMTA1OTU2OQ==',杭州长川科技股份有限公司
4825,300605,恒锋信息,1,b'NTkxNDc5ODE3Mg==',b'NTkxNDc5ODE3Mg==',恒锋信息科技股份有限公司
4826,300605,恒锋信息,1,b'MDIzNDgyMzU3OQ==',b'MDIzNDgyMzU3OQ==',恒锋信息科技股份有限公司
4827,300605,恒锋信息,1,b'NTkyMzcyMjQyOQ==',b'NTkyMzcyMjQyOQ==',恒锋信息科技股份有限公司
4828,300606,金太阳,1,b'NzY5MTQ5NTg3OA==',b'NzY5MTQ5NTg3OA==',东莞金太阳研磨股份有限公司
4829,300606,金太阳,1,b'NzY5MjIzMzgwNg==',b'NzY5MjIzMzgwNg==',东莞金太阳研磨股份有限公司
4830,300607,拓斯达,1,b'NzY5MzU1MDUyOQ==',b'NzY5MzU1MDUyOQ==',广东拓斯达科技股份有限公司
4831,300608,思特奇,1,b'MDEwMjg2MzkyMw==',b'MDEwMjg2MzkyMw==',北京思特奇信息技术股份有限公司
4832,300608,思特奇,1,b'MDI5NDg3MjU1NA==',b'MDI5NDg3MjU1NA==',北京思特奇信息技术股份有限公司
4833,300608,思特奇,1,b'MDIyNTk1NzAxMw==',b'MDIyNTk1NzAxMw==',北京思特奇信息技术股份有限公司
4834,300608,思特奇,1,b'NTMxMzUwMzAxMw==',b'NTMxMzUwMzAxMw==',北京思特奇信息技术股份有限公司
4835,300609,汇纳科技,1,b'MDEwMDEyNjIxOA==',b'MDEwMDEyNjIxOA==',汇纳科技股份有限公司
4836,300609,汇纳科技,1,b'MDIxMzQ2MzkwNQ==',b'MDIxMDE3ODE1Nw==',汇纳科技股份有限公司
4837,300609,汇纳科技,1,b'MDIxMzQ2MzkwNQ==',b'MDIxMzQ2MzkwNQ==',汇纳科技股份有限公司
4838,300609,汇纳科技,1,b'MDI1NDU0NDA4NQ==',b'MDI1NDU0NDA4NQ==',汇纳科技股份有限公司
4839,300609,汇纳科技,1,b'MDI3NTk4Nzk1Mw==',b'MDI3NTk4Nzk1Mw==',汇纳科技股份有限公司
4840,300609,汇纳科技,1,b'MDIxMzQ2MzkwNQ==',b'MDIxMDE0NzQzMA==',汇纳科技股份有限公司
4841,300611,美力科技,1,b'NTc1MTE2MTY2MQ==',b'NTc1MTE2MTY2MQ==',浙江美力科技股份有限公司
4842,300611,美力科技,1,b'NTc1MjQ4MzIxOA==',b'NTc1MjQ4MzIxOA==',浙江美力科技股份有限公司
4843,300613,富瀚微,1,b'NzU1MDEwODU2Mg==',b'NzU1MDEwODU2Mg==',上海富瀚微电子股份有限公司
4844,300613,富瀚微,1,b'MDIxOTIzMTEwMQ==',b'MDIxOTIzMTEwMQ==',上海富瀚微电子股份有限公司
4845,300615,欣天科技,1,b'NzU1MDE5MTQ2Ng==',b'NzU1MDE5MTQ2Ng==',深圳市欣天科技股份有限公司
4846,300616,尚品宅配,1,b'MDIwOTc3MDk5OQ==',b'MDIwOTc3MDk5OQ==',广州尚品宅配家居股份有限公司
4847,300616,尚品宅配,1,b'MDIwNzE3NDc0OQ==',b'MDIwNzE3NDc0OQ==',广州尚品宅配家居股份有限公司
4848,300617,安靠智电,1,b'NTE5MTIwMjU4OQ==',b'NTE5MTIwMjU4OQ==',江苏安靠智能输电工程科技股份有限公司
4849,300618,寒锐钴业,1,b'MDI1MTEwOTEzMQ==',b'MDI1MTEwOTEzMQ==',南京寒锐钴业股份有限公司
4850,300618,寒锐钴业,1,b'MDI1NTA1NDc5NA==',b'MDI1NTA1NDc5NA==',南京寒锐钴业股份有限公司
4851,300621,维业股份,1,b'NTMxMzUwMDIyNQ==',b'NTMxMzUwMDIyNQ==',深圳市维业装饰集团股份有限公司
4852,300621,维业股份,1,b'NzU1MjY2MTI4Ng==',b'NzU1MjY2MTI4Ng==',深圳市维业装饰集团股份有限公司
4853,300621,维业股份,1,b'OTUxMDY1NDM0MA==',b'OTUxMDY1NDM0MA==',深圳市维业装饰集团股份有限公司
4854,300621,维业股份,1,b'MDIxOTkwMTM1Mg==',b'MDIxOTkwMTM1Mg==',深圳市维业装饰集团股份有限公司
4855,300621,维业股份,1,b'NTUxMzc1NzUyMg==',b'NTUxMzc1NzUyMg==',深圳市维业装饰集团股份有限公司
4856,300623,捷捷微电,1,b'NTEzMTEzOTAwMw==',b'NTEzMTEzOTAwMw==',江苏捷捷微电子股份有限公司
4857,300623,捷捷微电,1,b'NTEwMzM2NTc5NQ==',b'NTEwMzM2NTc5NQ==',江苏捷捷微电子股份有限公司
4858,300624,万兴科技,1,b'NzU1MjY1NjQxOQ==',b'NzU1MjY1NjQxOQ==',万兴科技股份有限公司
4859,300625,三雄极光,1,b'NzU1MDAwNDkzMw==',b'NzU1MDAwNDkzMw==',广东三雄极光照明股份有限公司
4860,300625,三雄极光,1,b'MDIwMDAwNjE2NQ==',b'MDIwMDAwNjE2NQ==',广东三雄极光照明股份有限公司
4861,300625,三雄极光,1,b'MzcxMjY1NjIzNw==',b'MzcxMjY1NjIzNw==',广东三雄极光照明股份有限公司
4862,300625,三雄极光,1,b'MDI4NTcxMTQ5Ng==',b'MDI4NTcxMTQ5Ng==',广东三雄极光照明股份有限公司
4863,300625,三雄极光,1,b'MDIyNDk5MjIwNw==',b'MDIyNDk5MjIwNw==',广东三雄极光照明股份有限公司
4864,300625,三雄极光,1,b'NTE5MjU3NDM0OQ==',b'NTE5MjU3NDM0OQ==',广东三雄极光照明股份有限公司
4865,300625,三雄极光,1,b'MDIwNTI3OTI4OA==',b'MDIwNTI3OTI4OA==',广东三雄极光照明股份有限公司
4866,300625,三雄极光,1,b'NzY5MDA4NjkwNA==',b'NzY5MDA4NjkwNA==',广东三雄极光照明股份有限公司
4867,300625,三雄极光,1,b'NzU0MzU4MzU0NQ==',b'NzU0MzU4MzU0NQ==',广东三雄极光照明股份有限公司
4868,300625,三雄极光,1,b'NzkxMDE4MzU3Ng==',b'NzkxMDE4MzU3Ng==',广东三雄极光照明股份有限公司
4869,300626,华瑞股份,1,b'NTc0MzgyMzk2Nw==',b'NTc0MzgyMzk2Nw==',华瑞电器股份有限公司
4870,300627,华测导航,1,b'MDIwMDg5NzgyOA==',b'MDIwMDg5NzgyOA==',上海华测导航技术股份有限公司
4871,300627,华测导航,1,b'MzcxMTE0OTA1NQ==',b'MzcxMTE0OTA1NQ==',上海华测导航技术股份有限公司
4872,300627,华测导航,1,b'NDUxMzUwMjUzNA==',b'NDUxMzUwMjUzNA==',上海华测导航技术股份有限公司
4873,300627,华测导航,1,b'MDEwMDc5MzIyMA==',b'MDEwMDc5MzIyMA==',上海华测导航技术股份有限公司
4874,300627,华测导航,1,b'MDI4NDIyMjQ3Nw==',b'MDI4NDIyMjQ3Nw==',上海华测导航技术股份有限公司
4875,300627,华测导航,1,b'MzUxMTE0MTQ3Nw==',b'MzUxMTE0MTQ3Nw==',上海华测导航技术股份有限公司
4876,300627,华测导航,1,b'NzMxMjAxMDE2Mw==',b'NzMxMjAxMDE2Mw==',上海华测导航技术股份有限公司
4877,300627,华测导航,1,b'NTUxMzQzMDExNg==',b'NTUxMzQzMDExNg==',上海华测导航技术股份有限公司
4878,300627,华测导航,1,b'NTkxMjIwMjYyMg==',b'NTkxMjIwMjYyMg==',上海华测导航技术股份有限公司
4879,300627,华测导航,1,b'MDI3NTY5Mjg3Mw==',b'MDI3NTY5Mjg3Mw==',上海华测导航技术股份有限公司
4880,300627,华测导航,1,b'NzcxMTAxNDg5MA==',b'NzcxMTAxNDg5MA==',上海华测导航技术股份有限公司
4881,300627,华测导航,1,b'NzkxMDI2ODk1Mw==',b'NzkxMDI2ODk1Mw==',上海华测导航技术股份有限公司
4882,300627,华测导航,1,b'MDI5NDY0OTY5Nw==',b'MDI5NDY0OTY5Nw==',上海华测导航技术股份有限公司
4883,300627,华测导航,1,b'MDIzMzA2MDQ0OQ==',b'MDIzMzA2MDQ0OQ==',上海华测导航技术股份有限公司
4884,300627,华测导航,1,b'MDI0Mzk1NTE5MQ==',b'MDI0Mzk1NTE5MQ==',上海华测导航技术股份有限公司
4885,300627,华测导航,1,b'MDI1NTAzNzM5NA==',b'MDI1NTAzNzM5NA==',上海华测导航技术股份有限公司
4886,300627,华测导航,1,b'MzExMjI3ODAzNw==',b'MzExMjI3ODAzNw==',上海华测导航技术股份有限公司
4887,300627,华测导航,1,b'ODcxMjI1NzUyMQ==',b'ODcxMjI1NzUyMQ==',上海华测导航技术股份有限公司
4888,300627,华测导航,1,b'ODUxMDkxMTk4Mg==',b'ODUxMDkxMTk4Mg==',上海华测导航技术股份有限公司
4889,300627,华测导航,1,b'NDcxMDAyODMwNg==',b'NDcxMDAyODMwNg==',上海华测导航技术股份有限公司
4890,300628,亿联网络,1,b'NTkyNTIxNjc3Mg==',b'NTkyNTIxNjc3Mg==',厦门亿联网络技术股份有限公司
4891,300628,亿联网络,1,b'NTkyMTg0NDUzOA==',b'NTkyMTg0NDUzOA==',厦门亿联网络技术股份有限公司
4892,300629,新劲刚,1,b'NzU3MzkyMjExMQ==',b'NzU3MzkyMjExMQ==',广东新劲刚新材料科技股份有限公司
4893,300630,普利制药,1,b'ODk4MDkyMzAyNA==',b'ODk4MDkyMzAyNA==',海南普利制药股份有限公司
4894,300631,久吾高科,1,b'MDI1MzI4ODIyMQ==',b'MDI1MzI4ODIyMQ==',江苏久吾高科技股份有限公司
4895,300631,久吾高科,1,b'MDI1NDAyOTc1Mw==',b'MDI1NDAyOTc1Mw==',江苏久吾高科技股份有限公司
4896,300632,光莆股份,1,b'NTkyMjE1NTkwOA==',b'NTkyMTE4NTA5Mw==',厦门光莆电子股份有限公司
4897,300632,光莆股份,1,b'NTkyMjE1NTkwOA==',b'NTkyMjE1NTkwOA==',厦门光莆电子股份有限公司
4898,300633,开立医疗,1,b'NTkxNTU4OTMzNg==',b'NTkxNTU4OTMzNg==',深圳开立生物医疗科技股份有限公司
4899,300633,开立医疗,1,b'NDExMzk5OTEyOQ==',b'NDExMzk5OTEyOQ==',深圳开立生物医疗科技股份有限公司
4900,300633,开立医疗,1,b'MDIwMDAxNDI0OA==',b'MDIwMDAxNDI0OA==',深圳开立生物医疗科技股份有限公司
4901,300633,开立医疗,1,b'NTMyNTAzMDc4Mg==',b'NTMyNTAzMDc4Mg==',深圳开立生物医疗科技股份有限公司
4902,300633,开立医疗,1,b'NzU1MDA3MDk1MQ==',b'NzU1MDA3MDk1MQ==',深圳开立生物医疗科技股份有限公司
4903,300633,开立医疗,1,b'NzU1MTIzNDY0MA==',b'NzU1MTIzNDY0MA==',深圳开立生物医疗科技股份有限公司
4904,300633,开立医疗,1,b'MzcxMjM0MDU0OA==',b'MzcxMjM0MDU0OA==',深圳开立生物医疗科技股份有限公司
4905,300633,开立医疗,1,b'NzU1MDA3MDY3NA==',b'NzU1MDA3MDY3NA==',深圳开立生物医疗科技股份有限公司
4906,300633,开立医疗,1,b'NzU1MDEwOTgxMQ==',b'NzU1MDEwOTgxMQ==',深圳开立生物医疗科技股份有限公司
4907,300633,开立医疗,1,b'MzExMzY3OTkwOQ==',b'MzExMzY3OTkwOQ==',深圳开立生物医疗科技股份有限公司
4908,300633,开立医疗,1,b'NTEyNTY5ODk1Nw==',b'NTEyNTY5ODk1Nw==',深圳开立生物医疗科技股份有限公司
4909,300633,开立医疗,1,b'MDIwMDAxNzc0NQ==',b'MDIwMDAxNzc0NQ==',深圳开立生物医疗科技股份有限公司
4910,300633,开立医疗,1,b'MDIzNTM2MjUxNg==',b'MDIzNTM2MjUxNg==',深圳开立生物医疗科技股份有限公司
4911,300633,开立医疗,1,b'MDIwMDAxNzc0NQ==',b'NzU1MDAxNzk2NQ==',深圳开立生物医疗科技股份有限公司
4912,300633,开立医疗,1,b'MDI1NTA0Mzg2OQ==',b'MDI1NTA0Mzg2OQ==',深圳开立生物医疗科技股份有限公司
4913,300633,开立医疗,1,b'NTcxNzA5MzkxMA==',b'NTcxNzA5MzkxMA==',深圳开立生物医疗科技股份有限公司
4914,300633,开立医疗,1,b'NDcxMDgxNjY3OQ==',b'NDcxMDgxNjY3OQ==',深圳开立生物医疗科技股份有限公司
4915,300633,开立医疗,1,b'NzkxMTQ5ODMzNQ==',b'NzkxMTQ5ODMzNQ==',深圳开立生物医疗科技股份有限公司
4916,300633,开立医疗,1,b'MzUxMTI4NzA5Nw==',b'MzUxMTI4NzA5Nw==',深圳开立生物医疗科技股份有限公司
4917,300633,开立医疗,1,b'NzMxMjAwODQxNw==',b'NzMxMjAwODQxNw==',深圳开立生物医疗科技股份有限公司
4918,300633,开立医疗,1,b'NzU1MDA3MDUxNw==',b'NzU1MDA3MDUxNw==',深圳开立生物医疗科技股份有限公司
4919,300633,开立医疗,1,b'ODUxMTExNTExNw==',b'ODUxMTExNTExNw==',深圳开立生物医疗科技股份有限公司
4920,300635,达安股份,1,b'MzE4MDExNDU5MQ==',b'MzE4MDExNDU5MQ==',广东达安项目管理股份有限公司
4921,300635,达安股份,1,b'MzExMzY4NTAyMg==',b'MzExMzY4NTAyMg==',中达安股份有限公司
4922,300635,达安股份,1,b'NTkxNTU4ODE4NQ==',b'NTkxNTU4ODE4NQ==',中达安股份有限公司
4923,300635,达安股份,1,b'NzU5MDUzMTEwMQ==',b'NzU5MDUzMTEwMQ==',林静
4924,300635,达安股份,1,b'MDIwNjIwMjgxOQ==',b'MDIwNjIwMjgxOQ==',中达安股份有限公司
4925,300635,达安股份,1,b'NTIzMTQzNjMwMA==',b'NTIzMTQzNjMwMA==',中达安股份有限公司
4926,300635,达安股份,1,b'MDEwMDExMTA5OQ==',b'MDEwMDExMTA5OQ==',中达安股份有限公司
